Gene	ModuleAssignment	Blocks	intramodule.Connectivity..unpowered.	HubGenes	external_gene_name
ENSG00000146426	4	2	1788.889506	 	TIAM2
ENSG00000146433	16	1	206.0622169	 	TMEM181
ENSG00000146453	2	2	1734.010015	 	PNLDC1
ENSG00000146457	4	2	2173.790259	hub10	WTAP
ENSG00000146463	9	2	449.7925093	 	ZMYM4
ENSG00000146469	37	3	81.30333205	 	VIP
ENSG00000146476	19	2	184.8594926	 	ARMT1
ENSG00000146477	10	1	345.3835863	 	SLC22A3
ENSG00000146521	3	1	1562.061184	 	LINC01558
ENSG00000146530	1	3	2663.052285	 	VWDE
ENSG00000146535	3	1	2196.069042	 	GNA12
ENSG00000146540	2	1	3028.62514	 	C7orf50
ENSG00000146555	4	2	1400.369909	 	SDK1
ENSG00000146556	3	1	1582.161816	 	WASH2P
ENSG00000146574	4	2	782.5427653	 	CCZ1B
ENSG00000146576	4	2	1804.468533	 	C7orf26
ENSG00000146587	19	2	199.477038	 	RBAK
ENSG00000146592	3	1	2835.670978	hub10;hub5	CREB5
ENSG00000146618	6	1	791.8973501	 	FERD3L
ENSG00000146648	10	1	369.9700336	 	EGFR
ENSG00000146666	11	1	217.2651405	 	LINC00525
ENSG00000146670	2	1	3577.693686	hub10;hub5	CDCA5
ENSG00000146674	29	3	98.47669941	 	IGFBP3
ENSG00000146676	3	1	1794.636539	 	PURB
ENSG00000146677	8	2	416.7903502	 	AC004453.1
ENSG00000146678	2	1	2589.625687	 	IGFBP1
ENSG00000146700	4	2	1372.554843	 	SSC4D
ENSG00000146701	8	2	544.7323148	 	MDH2
ENSG00000146707	2	1	1713.091351	 	POMZP3
ENSG00000146722	7	2	612.1552447	 	AC211486.1
ENSG00000146729	2	1	3430.595872	 	NIPSNAP2
ENSG00000146731	7	2	1046.19781	 	CCT6A
ENSG00000146733	2	1	3548.376419	hub10;hub5	PSPH
ENSG00000146755	6	1	639.0768415	 	TRIM50
ENSG00000146757	7	2	1046.299609	 	ZNF92
ENSG00000146776	4	2	1947.571013	 	ATXN7L1
ENSG00000146802	19	2	198.2869335	 	TMEM168
ENSG00000146809	1	3	5002.321609	 	ASB15
ENSG00000146826	4	2	1939.607633	 	C7orf43
ENSG00000146828	5	1	1177.741382	 	SLC12A9
ENSG00000146830	5	2	1274.001328	 	GIGYF1
ENSG00000146833	3	1	2759.214672	 	TRIM4
ENSG00000146834	2	1	3104.005276	 	MEPCE
ENSG00000146839	1	3	2875.297135	 	ZAN
ENSG00000146842	2	1	2588.017927	 	TMEM209
ENSG00000146856	0	1	380.0699506	 	AGBL3
ENSG00000146857	1	3	3713.60899	 	STRA8
ENSG00000146858	3	1	2499.565895	 	ZC3HAV1L
ENSG00000146859	3	1	2693.555926	 	TMEM140
ENSG00000146872	3	1	1761.092434	 	TLK2
ENSG00000146904	5	1	1089.108667	 	EPHA1
ENSG00000146909	5	1	1339.51922	 	NOM1
ENSG00000146910	5	2	665.0420457	 	CNPY1
ENSG00000146918	3	1	2790.295522	hub10	NCAPG2
ENSG00000146926	56	2	45.31147216	 	ASB10
ENSG00000146938	3	1	2256.184694	 	NLGN4X
ENSG00000146950	26	1	116.2585069	 	SHROOM2
ENSG00000146955	21	1	108.4450359	 	RAB19
ENSG00000146963	4	2	1525.058246	 	LUC7L2
ENSG00000146966	3	1	2678.697201	 	DENND2A
ENSG00000147003	4	2	885.2736518	 	CLTRN
ENSG00000147010	4	2	1453.380803	 	SH3KBP1
ENSG00000147027	2	1	3591.59212	hub10;hub5	TMEM47
ENSG00000147036	0	1	397.6342623	 	LANCL3
ENSG00000147041	15	3	209.126316	 	SYTL5
ENSG00000147044	4	2	1777.015694	 	CASK
ENSG00000147050	8	2	577.9055261	 	KDM6A
ENSG00000147059	3	1	1369.257409	 	SPIN2A
ENSG00000147065	3	1	2682.649179	 	MSN
ENSG00000147081	1	3	5622.87026	 	AKAP4
ENSG00000147082	2	1	1377.218643	 	CCNB3
ENSG00000147099	2	2	3167.461992	 	HDAC8
ENSG00000147100	7	2	698.6070357	 	SLC16A2
ENSG00000147113	10	1	413.9363104	 	DIPK2B
ENSG00000147117	2	2	2674.252978	 	ZNF157
ENSG00000147118	0	1	449.116247	 	ZNF182
ENSG00000147119	2	1	2135.955092	 	CHST7
ENSG00000147121	2	1	2439.515371	 	KRBOX4
ENSG00000147123	35	2	93.61613186	 	NDUFB11
ENSG00000147124	36	1	79.05366437	 	ZNF41
ENSG00000147127	22	1	97.71372548	 	RAB41
ENSG00000147130	7	2	988.8809668	 	ZMYM3
ENSG00000147133	5	1	1302.334067	 	TAF1
ENSG00000147138	1	3	5186.370931	 	GPR174
ENSG00000147140	4	2	1517.412885	 	NONO
ENSG00000147144	4	2	2257.994865	hub10;hub5	CCDC120
ENSG00000147145	2	1	3003.353359	 	LPAR4
ENSG00000147155	8	2	450.891802	 	EBP
ENSG00000147160	21	1	190.7118904	 	AWAT2
ENSG00000147162	2	1	1537.867629	 	OGT
ENSG00000147164	35	2	89.43092221	 	SNX12
ENSG00000147166	5	2	1263.062893	 	ITGB1BP2
ENSG00000147168	0	3	336.234081	 	IL2RG
ENSG00000147174	7	2	630.1444785	 	GCNA
ENSG00000147180	2	1	2629.90437	 	ZNF711
ENSG00000147183	1	3	5939.30208	hub10;hub5	CPXCR1
ENSG00000147202	3	1	2793.926815	hub10	DIAPH2
ENSG00000147206	1	3	2185.379514	 	NXF3
ENSG00000147223	4	2	675.7023422	 	RIPPLY1
ENSG00000147224	2	1	3226.000559	 	PRPS1
ENSG00000147231	3	1	2290.648644	 	RADX
ENSG00000147234	4	2	2160.915854	hub10	FRMPD3
ENSG00000147246	25	3	141.784976	 	HTR2C
ENSG00000147251	3	1	2543.506133	 	DOCK11
ENSG00000147255	15	3	233.3418122	 	IGSF1
ENSG00000147256	15	3	256.2325603	 	ARHGAP36
ENSG00000147257	6	1	1223.149418	hub10;hub5	GPC3
ENSG00000147262	1	3	5717.105868	 	GPR119
ENSG00000147274	4	2	2186.785059	hub10;hub5	RBMX
ENSG00000147316	7	2	792.1142669	 	MCPH1
ENSG00000147324	4	2	2025.493596	 	MFHAS1
ENSG00000147364	2	1	3044.823159	 	FBXO25
ENSG00000147378	0	1	311.5118125	 	FATE1
ENSG00000147381	1	3	4805.726572	 	MAGEA4
ENSG00000147382	35	2	81.77950328	 	NA
ENSG00000147383	2	2	2383.381966	 	NSDHL
ENSG00000147394	7	2	463.7189352	 	ZNF185
ENSG00000147400	2	2	2289.800306	 	CETN2
ENSG00000147402	61	1	42.25778637	 	NA
ENSG00000147403	35	2	101.6746715	hub10;hub5	RPL10
ENSG00000147408	4	2	1185.859411	 	CSGALNACT1
ENSG00000147416	3	1	2005.515691	 	ATP6V1B2
ENSG00000147419	2	1	3467.502611	hub10	CCDC25
ENSG00000147421	5	1	1431.621953	hub10;hub5	HMBOX1
ENSG00000147432	21	1	161.4856852	 	CHRNB3
ENSG00000147434	6	1	1082.103481	 	CHRNA6
ENSG00000147437	6	1	1199.67184	hub10;hub5	GNRH1
ENSG00000147439	2	1	2860.482309	 	BIN3
ENSG00000147443	10	1	426.5403642	 	DOK2
ENSG00000147454	2	1	3040.823838	 	SLC25A37
ENSG00000147457	4	2	1665.571603	 	CHMP7
ENSG00000147459	10	1	404.0649952	 	DOCK5
ENSG00000147465	15	3	203.4738948	 	STAR
ENSG00000147471	2	1	3339.282646	 	PLPBP
ENSG00000147475	2	1	3093.185896	 	ERLIN2
ENSG00000147481	26	1	126.0820442	 	SNTG1
ENSG00000147485	5	2	838.4027376	 	PXDNL
ENSG00000147488	0	1	455.0073933	 	ST18
ENSG00000147509	2	1	3288.190104	 	RGS20
ENSG00000147526	10	1	365.4492945	 	TACC1
ENSG00000147533	4	2	2194.071757	hub10;hub5	GOLGA7
ENSG00000147535	2	2	2192.336465	 	PLPP5
ENSG00000147536	3	1	2817.878911	hub10;hub5	GINS4
ENSG00000147548	8	2	752.2413633	 	NSD3
ENSG00000147570	29	3	92.66632475	 	DNAJC5B
ENSG00000147571	47	2	68.67296141	 	CRH
ENSG00000147573	14	1	261.1035979	 	TRIM55
ENSG00000147576	2	1	2935.858212	 	ADHFE1
ENSG00000147586	8	2	766.0777826	hub10;hub5	MRPS28
ENSG00000147588	6	1	780.235741	 	PMP2
ENSG00000147592	2	1	3650.107394	hub10;hub5	LACTB2
ENSG00000147596	1	3	4792.235131	 	PRDM14
ENSG00000147601	4	2	2027.823836	 	TERF1
ENSG00000147604	8	2	704.7859463	 	RPL7
ENSG00000147606	6	1	1175.28578	 	SLC26A7
ENSG00000147613	1	3	4216.322111	 	PSKH2
ENSG00000147614	1	3	4557.603123	 	ATP6V0D2
ENSG00000147642	4	2	1041.617787	 	SYBU
ENSG00000147647	6	1	1161.965745	 	DPYS
ENSG00000147649	4	2	1778.591891	 	MTDH
ENSG00000147650	16	1	230.9095253	hub10	LRP12
ENSG00000147654	7	2	1045.721959	 	EBAG9
ENSG00000147655	25	3	124.4743716	 	RSPO2
ENSG00000147669	7	2	1087.964166	hub10	POLR2K
ENSG00000147676	3	1	1733.03026	 	MAL2
ENSG00000147677	7	2	1069.937005	 	EIF3H
ENSG00000147679	2	1	3143.245109	 	UTP23
ENSG00000147684	5	1	1136.764044	 	NDUFB9
ENSG00000147687	7	2	923.3342704	 	TATDN1
ENSG00000147689	1	3	3395.683123	 	FAM83A
ENSG00000147697	1	3	4560.950971	 	GSDMC
ENSG00000147724	2	1	2643.060715	 	FAM135B
ENSG00000147789	5	2	1069.789537	 	ZNF7
ENSG00000147799	4	2	2247.20224	hub10;hub5	ARHGAP39
ENSG00000147804	9	2	325.3859465	 	SLC39A4
ENSG00000147813	0	1	452.1974801	 	NAPRT
ENSG00000147852	4	2	1535.621924	 	VLDLR
ENSG00000147853	2	1	3513.398657	hub10;hub5	AK3
ENSG00000147854	4	2	1174.778734	 	UHRF2
ENSG00000147862	2	2	2193.488622	 	NFIB
ENSG00000147869	0	3	305.1109698	 	CER1
ENSG00000147872	2	1	3046.410822	 	PLIN2
ENSG00000147873	1	3	3833.540465	 	IFNA5
ENSG00000147874	2	1	3181.708993	 	HAUS6
ENSG00000147883	4	2	1134.456159	 	CDKN2B
ENSG00000147885	88	3	18.94383061	 	IFNA16
ENSG00000147889	89	2	24.52045667	 	CDKN2A
ENSG00000147894	16	1	213.4378779	 	C9orf72
ENSG00000147896	5	1	876.0951093	 	IFNK
ENSG00000147905	7	2	986.1948768	 	ZCCHC7
ENSG00000147912	2	1	2629.16754	 	FBXO10
ENSG00000147926	51	2	70.37988278	hub10;hub5	NA
ENSG00000147955	2	1	3255.696234	 	SIGMAR1
ENSG00000147996	8	2	467.8495299	 	CBWD5
ENSG00000148019	3	1	1734.018271	 	CEP78
ENSG00000148053	4	2	1028.171043	 	NTRK2
ENSG00000148057	4	2	1211.532844	 	IDNK
ENSG00000148082	3	1	2300.375661	 	SHC3
ENSG00000148090	3	1	1046.097474	 	AUH
ENSG00000148110	2	1	3257.295005	 	MFSD14B
ENSG00000148120	3	1	1842.083797	 	C9orf3
ENSG00000148123	2	1	2877.812987	 	PLPPR1
ENSG00000148143	7	2	804.497087	 	ZNF462
ENSG00000148153	7	2	986.3559728	 	INIP
ENSG00000148154	19	2	122.2609714	 	UGCG
ENSG00000148156	1	3	5477.628114	 	ACTL7B
ENSG00000148158	8	2	570.2612893	 	SNX30
ENSG00000148175	3	1	2628.675629	 	STOM
ENSG00000148180	10	1	404.6386579	 	GSN
ENSG00000148187	0	1	406.6775177	 	MRRF
ENSG00000148200	7	2	896.9764746	 	NR6A1
ENSG00000148204	3	1	2836.427867	hub10;hub5	CRB2
ENSG00000148215	7	2	414.7307941	 	OR5C1
ENSG00000148218	7	2	844.9299285	 	ALAD
ENSG00000148219	2	1	2130.035155	 	ASTN2
ENSG00000148225	4	2	1336.61582	 	WDR31
ENSG00000148229	2	1	3106.20672	 	POLE3
ENSG00000148248	8	2	474.5900137	 	SURF4
ENSG00000148288	4	2	1170.821052	 	GBGT1
ENSG00000148290	2	2	2761.378923	 	SURF1
ENSG00000148291	2	2	2214.064946	 	SURF2
ENSG00000148296	7	2	784.9359116	 	SURF6
ENSG00000148297	3	1	2004.416516	 	MED22
ENSG00000148300	4	2	1239.6383	 	REXO4
ENSG00000148303	35	2	98.59813244	 	RPL7A
ENSG00000148308	2	1	2545.763693	 	GTF3C5
ENSG00000148331	9	2	575.2908578	hub10;hub5	ASB6
ENSG00000148334	0	1	427.5262167	 	PTGES2
ENSG00000148335	2	1	2198.69077	 	NTMT1
ENSG00000148337	7	2	1055.656448	 	CIZ1
ENSG00000148339	0	2	446.2661262	 	SLC25A25
ENSG00000148341	9	2	441.9400433	 	SH3GLB2
ENSG00000148343	7	2	1021.599321	 	MIGA2
ENSG00000148344	2	1	2008.430326	 	PTGES
ENSG00000148346	16	1	118.1148893	 	LCN2
ENSG00000148356	4	2	1880.068842	 	LRSAM1
ENSG00000148357	1	3	2067.830594	 	HMCN2
ENSG00000148358	22	1	146.7399742	 	GPR107
ENSG00000148362	2	1	2255.977354	 	PAXX
ENSG00000148377	0	1	376.5190698	 	IDI2
ENSG00000148384	7	2	1073.633436	 	INPP5E
ENSG00000148396	4	2	1831.664556	 	SEC16A
ENSG00000148399	7	2	960.6105341	 	DPH7
ENSG00000148400	3	1	2789.95758	hub10	NOTCH1
ENSG00000148408	4	2	2290.102261	hub10;hub5	CACNA1B
ENSG00000148411	3	1	2146.018415	 	NACC2
ENSG00000148426	2	1	3109.353189	 	PROSER2
ENSG00000148429	2	2	2716.01062	 	USP6NL
ENSG00000148444	7	2	911.3159572	 	COMMD3
ENSG00000148450	2	1	2895.452704	 	MSRB2
ENSG00000148459	2	1	2436.490646	 	PDSS1
ENSG00000148468	4	2	2086.246447	 	FAM171A1
ENSG00000148481	5	1	1231.046903	 	MINDY3
ENSG00000148482	0	3	336.5465561	 	SLC39A12
ENSG00000148483	45	2	43.65727114	 	TMEM236
ENSG00000148484	7	2	919.8271262	 	RSU1
ENSG00000148488	6	1	671.2533199	 	ST8SIA6
ENSG00000148498	3	1	2859.519927	hub10;hub5	PARD3
ENSG00000148513	1	3	5384.717205	 	ANKRD30A
ENSG00000148516	3	1	2510.97929	 	ZEB1
ENSG00000148541	3	1	1188.419419	 	FAM13C
ENSG00000148572	19	2	200.6084824	 	NRBF2
ENSG00000148584	1	3	1942.345105	 	A1CF
ENSG00000148600	3	1	1347.923038	 	CDHR1
ENSG00000148602	75	2	42.78771912	 	LRIT1
ENSG00000148604	3	1	2601.234683	 	RGR
ENSG00000148606	4	2	1738.389318	 	POLR3A
ENSG00000148634	9	2	458.4573836	 	HERC4
ENSG00000148655	6	1	897.0754502	 	LRMDA
ENSG00000148660	4	2	1832.509034	 	CAMK2G
ENSG00000148671	6	1	803.7780176	 	ADIRF
ENSG00000148672	2	1	3428.997547	 	GLUD1
ENSG00000148677	78	2	23.5568403	 	ANKRD1
ENSG00000148680	25	3	128.6156311	 	HTR7
ENSG00000148688	4	2	2038.032038	 	RPP30
ENSG00000148690	9	2	488.4117637	 	FRA10AC1
ENSG00000148700	10	1	390.3529089	 	ADD3
ENSG00000148702	2	1	1834.016305	 	HABP2
ENSG00000148704	37	3	83.53998411	 	VAX1
ENSG00000148719	7	2	985.1756497	 	DNAJB12
ENSG00000148730	22	2	133.1119583	 	EIF4EBP2
ENSG00000148734	74	3	29.36993841	 	NPFFR1
ENSG00000148735	20	2	148.118123	 	PLEKHS1
ENSG00000148737	3	1	2805.391929	hub10	TCF7L2
ENSG00000148773	3	1	2795.491829	hub10	MKI67
ENSG00000148795	4	2	957.6371146	 	CYP17A1
ENSG00000148798	4	2	1466.266785	 	INA
ENSG00000148803	2	1	3106.434695	 	FUOM
ENSG00000148814	2	1	2380.587736	 	LRRC27
ENSG00000148824	7	2	890.2249918	 	MTG1
ENSG00000148826	2	2	2388.666378	 	NKX6-2
ENSG00000148832	0	1	427.6255522	 	PAOX
ENSG00000148834	2	2	3147.411787	 	GSTO1
ENSG00000148835	4	2	1506.409515	 	TAF5
ENSG00000148840	7	2	1105.38194	hub10	PPRC1
ENSG00000148841	3	1	2771.664449	hub10	ITPRIP
ENSG00000148842	4	2	1871.431006	 	CNNM2
ENSG00000148843	7	2	1074.818876	 	PDCD11
ENSG00000148848	10	1	422.317769	 	ADAM12
ENSG00000148908	8	2	484.7022529	 	RGS10
ENSG00000148925	3	1	1883.879781	 	BTBD10
ENSG00000148926	2	1	2636.847652	 	ADM
ENSG00000148935	6	1	1130.579064	 	GAS2
ENSG00000148942	1	3	4938.519211	 	SLC5A12
ENSG00000148943	16	1	219.0348976	 	LIN7C
ENSG00000148948	25	3	135.9307645	 	LRRC4C
ENSG00000148950	2	1	3495.726971	hub10	IMMP1L
ENSG00000148965	0	3	290.0120133	 	SAA4
ENSG00000148985	3	1	2310.098261	 	PGAP2
ENSG00000149016	3	1	2641.67876	 	TUT1
ENSG00000149021	0	2	280.6956021	 	SCGB1A1
ENSG00000149043	1	3	2531.63135	 	SYT8
ENSG00000149050	2	1	3032.547594	 	ZNF214
ENSG00000149054	2	1	1632.155035	 	ZNF215
ENSG00000149084	4	2	2100.909728	 	HSD17B12
ENSG00000149089	2	1	3200.95078	 	APIP
ENSG00000149090	10	1	414.7570686	 	PAMR1
ENSG00000149091	9	2	392.5803981	 	DGKZ
ENSG00000149100	7	2	1093.694985	hub10	EIF3M
ENSG00000149115	3	1	2104.189435	 	TNKS1BP1
ENSG00000149124	6	1	906.4432423	 	GLYAT
ENSG00000149131	3	1	2725.845295	 	SERPING1
ENSG00000149136	2	1	3349.503899	 	SSRP1
ENSG00000149150	10	1	420.0881911	 	SLC43A1
ENSG00000149177	8	2	687.1127797	 	PTPRJ
ENSG00000149179	7	2	774.3198524	 	C11orf49
ENSG00000149182	0	1	472.011201	 	ARFGAP2
ENSG00000149187	8	2	700.0694303	 	CELF1
ENSG00000149196	4	2	1672.836522	 	HIKESHI
ENSG00000149201	5	2	1150.457485	 	CCDC81
ENSG00000149212	16	1	197.2389347	 	SESN3
ENSG00000149218	4	2	1057.136397	 	ENDOD1
ENSG00000149231	7	2	666.1238973	 	CCDC82
ENSG00000149243	29	3	112.1731568	 	KLHL35
ENSG00000149256	3	1	1644.856943	 	TENM4
ENSG00000149257	6	1	1079.106474	 	SERPINH1
ENSG00000149260	4	2	2158.97331	hub10;hub5	CAPN5
ENSG00000149262	5	1	1046.834651	 	INTS4
ENSG00000149269	2	1	1479.699764	 	PAK1
ENSG00000149273	8	2	794.1583357	hub10;hub5	RPS3
ENSG00000149289	3	1	2449.229641	 	ZC3H12C
ENSG00000149292	2	1	3499.257749	hub10	TTC12
ENSG00000149294	2	1	3199.562024	 	NCAM1
ENSG00000149295	25	3	118.1296188	 	DRD2
ENSG00000149300	6	1	1188.142383	hub10	C11orf52
ENSG00000149305	0	1	265.478245	 	HTR3B
ENSG00000149308	2	1	1596.591828	 	NPAT
ENSG00000149311	3	1	2684.489282	 	ATM
ENSG00000149313	5	1	1248.010642	 	AASDHPPT
ENSG00000149328	7	2	800.522907	 	GLB1L2
ENSG00000149346	22	2	92.02884131	 	SLX4IP
ENSG00000149357	2	1	1409.883231	 	LAMTOR1
ENSG00000149380	4	2	1297.08826	 	P4HA3
ENSG00000149403	3	1	1019.138904	 	GRIK4
ENSG00000149418	6	1	947.4029353	 	ST14
ENSG00000149428	7	2	984.3523252	 	HYOU1
ENSG00000149435	1	3	3217.764294	 	GGTLC1
ENSG00000149443	0	3	289.407889	 	C20orf78
ENSG00000149451	10	1	339.9819864	 	ADAM33
ENSG00000149452	10	1	315.4286295	 	SLC22A8
ENSG00000149474	22	1	139.3430957	 	KAT14
ENSG00000149476	7	2	866.0830458	 	TKFC
ENSG00000149480	3	1	2612.183817	 	MTA2
ENSG00000149483	7	2	756.555634	 	TMEM138
ENSG00000149485	2	1	3249.616884	 	FADS1
ENSG00000149488	36	1	87.07432523	 	TMC2
ENSG00000149489	3	1	1408.426261	 	ROM1
ENSG00000149499	3	1	2519.200167	 	EML3
ENSG00000149503	3	1	2896.153216	hub10;hub5	INCENP
ENSG00000149506	4	2	690.9214499	 	ZP1
ENSG00000149507	1	3	2341.337032	 	OOSP2
ENSG00000149516	6	1	835.2745745	 	MS4A3
ENSG00000149527	26	1	133.9405689	 	PLCH2
ENSG00000149531	5	1	827.8055897	 	FRG1BP
ENSG00000149532	3	1	2234.68578	 	CPSF7
ENSG00000149534	43	1	77.72980448	 	MS4A2
ENSG00000149541	9	2	490.0323165	 	B3GAT3
ENSG00000149547	4	2	911.4882066	 	EI24
ENSG00000149548	3	1	2703.939863	 	CCDC15
ENSG00000149554	2	1	3437.767278	hub10	CHEK1
ENSG00000149557	3	1	1826.026773	 	FEZ1
ENSG00000149564	10	1	382.9639249	 	ESAM
ENSG00000149571	29	3	115.5159583	hub10	KIRREL3
ENSG00000149573	6	1	1131.305168	 	MPZL2
ENSG00000149575	4	2	1163.926711	 	SCN2B
ENSG00000149577	7	2	846.7848724	 	SIDT2
ENSG00000149582	4	2	2154.720808	hub10	TMEM25
ENSG00000149591	10	1	432.5211561	 	TAGLN
ENSG00000149596	14	1	219.9581319	 	JPH2
ENSG00000149599	2	1	2448.143485	 	DUSP15
ENSG00000149600	8	2	475.4634643	 	COMMD7
ENSG00000149609	0	2	297.3059282	 	C20orf144
ENSG00000149633	3	1	1622.683391	 	KIAA1755
ENSG00000149634	5	2	1247.677727	 	SPATA25
ENSG00000149635	45	2	51.69348967	 	OCSTAMP
ENSG00000149636	2	1	3578.004968	hub10;hub5	DSN1
ENSG00000149639	4	2	2107.684089	hub10	SOGA1
ENSG00000149646	0	2	300.4093283	 	CNBD2
ENSG00000149651	1	3	3661.090363	 	SPINT4
ENSG00000149654	2	1	2273.303164	 	CDH22
ENSG00000149656	0	2	326.1705624	 	LINC00266-1
ENSG00000149657	4	2	2018.340862	 	LSM14B
ENSG00000149658	8	2	559.0581252	 	YTHDF1
ENSG00000149679	7	2	985.618031	 	CABLES2
ENSG00000149716	2	1	3123.848813	 	LTO1
ENSG00000149735	6	1	1096.128565	 	GPHA2
ENSG00000149742	1	3	4978.171007	 	SLC22A9
ENSG00000149743	3	1	1498.289863	 	TRPT1
ENSG00000149761	2	1	3087.162544	 	NUDT22
ENSG00000149781	10	1	380.933278	 	FERMT3
ENSG00000149782	3	1	2927.843547	hub10;hub5	PLCB3
ENSG00000149792	9	2	409.4089733	 	MRPL49
ENSG00000149798	9	2	419.3778311	 	CDC42EP2
ENSG00000149806	35	2	107.4812569	hub10;hub5	FAU
ENSG00000149809	0	1	455.3948079	 	TM7SF2
ENSG00000149823	9	2	469.3541512	 	VPS51
ENSG00000149922	5	1	1133.582016	 	TBX6
ENSG00000149923	2	2	2836.225657	 	PPP4C
ENSG00000149925	3	1	2086.034388	 	ALDOA
ENSG00000149926	4	2	1842.108191	 	FAM57B
ENSG00000149927	9	2	363.3859249	 	DOC2A
ENSG00000149929	2	1	2859.089071	 	HIRIP3
ENSG00000149930	7	2	1057.231048	 	TAOK2
ENSG00000149932	2	1	1398.073277	 	TMEM219
ENSG00000149948	2	1	3426.567351	 	HMGA2
ENSG00000149968	1	3	3299.787175	 	MMP3
ENSG00000149970	2	1	2771.242495	 	CNKSR2
ENSG00000149972	3	1	1579.330732	 	CNTN5
ENSG00000150045	0	3	320.2130759	 	KLRF1
ENSG00000150048	6	1	1147.346665	 	CLEC1A
ENSG00000150051	3	1	1208.184488	 	MKX
ENSG00000150054	2	1	2322.523776	 	MPP7
ENSG00000150076	8	2	444.5875171	 	NA
ENSG00000150086	4	2	1932.009272	 	NA
ENSG00000150093	2	1	3527.965673	hub10;hub5	ITGB1
ENSG00000150201	17	1	166.699888	 	FXYD4
ENSG00000150244	12	1	231.7221662	 	TRIM48
ENSG00000150261	1	3	5939.30208	hub10;hub5	OR8K1
ENSG00000150269	1	3	5701.709052	 	OR5M9
ENSG00000150275	0	3	339.6895764	 	PCDH15
ENSG00000150276	1	3	2997.956165	 	PPIAP26
ENSG00000150281	5	1	1092.20666	 	CTF1
ENSG00000150316	2	2	2275.321017	 	CWC15
ENSG00000150337	46	2	44.34778488	 	FCGR1A
ENSG00000150347	15	3	185.6261605	 	ARID5B
ENSG00000150361	2	1	3157.004958	 	KLHL1
ENSG00000150394	25	3	105.3897829	 	CDH8
ENSG00000150401	3	1	2506.734633	 	DCUN1D2
ENSG00000150403	2	1	3495.493883	hub10	TMCO3
ENSG00000150433	2	1	3576.693044	hub10;hub5	TMEM218
ENSG00000150455	4	2	1656.823414	 	TIRAP
ENSG00000150456	4	2	1254.422935	 	EEF1AKMT1
ENSG00000150457	3	1	2642.414846	 	LATS2
ENSG00000150459	8	2	739.3816454	hub10	SAP18
ENSG00000150471	2	1	2448.962647	 	ADGRL3
ENSG00000150477	5	1	1188.232922	 	KIAA1328
ENSG00000150510	4	2	1815.846234	 	FAM124A
ENSG00000150526	1	3	5547.64474	 	NA
ENSG00000150527	2	2	1898.644891	 	MIA2
ENSG00000150540	6	1	915.9094148	 	HNMT
ENSG00000150551	15	3	185.8459105	 	LYPD1
ENSG00000150556	3	1	1754.07362	 	LYPD6B
ENSG00000150593	2	1	3365.09418	 	PDCD4
ENSG00000150594	4	2	1440.188105	 	ADRA2A
ENSG00000150625	5	1	1134.159371	 	GPM6A
ENSG00000150627	2	1	1750.207428	 	WDR17
ENSG00000150628	29	3	59.87837435	 	SPATA4
ENSG00000150630	3	1	2371.074071	 	VEGFC
ENSG00000150636	9	2	395.5651113	 	CCDC102B
ENSG00000150637	4	2	865.8996906	 	CD226
ENSG00000150656	4	2	1364.512041	 	CNDP1
ENSG00000150667	7	2	542.7407969	 	FSIP1
ENSG00000150672	2	1	3090.134666	 	DLG2
ENSG00000150676	1	3	4274.04163	 	CCDC83
ENSG00000150681	6	1	834.0280537	 	RGS18
ENSG00000150687	3	1	1392.520187	 	PRSS23
ENSG00000150712	22	1	147.2998414	 	MTMR12
ENSG00000150722	3	1	1301.857874	 	PPP1R1C
ENSG00000150750	1	3	2401.853878	 	C11orf53
ENSG00000150753	2	2	3080.581178	 	CCT5
ENSG00000150756	2	1	2525.06078	 	FAM173B
ENSG00000150760	3	1	2886.854571	hub10;hub5	DOCK1
ENSG00000150764	8	2	446.9895056	 	DIXDC1
ENSG00000150768	4	2	1917.343658	 	DLAT
ENSG00000150773	4	2	1833.75076	 	PIH1D2
ENSG00000150776	5	1	1208.681358	 	NKAPD1
ENSG00000150779	8	2	715.6516485	 	TIMM8B
ENSG00000150782	0	2	320.7944746	 	IL18
ENSG00000150783	4	2	713.0276229	 	TEX12
ENSG00000150787	4	2	1943.788837	 	PTS
ENSG00000150867	2	1	1677.667122	 	PIP4K2A
ENSG00000150873	29	3	58.4656606	 	C2orf50
ENSG00000150893	3	1	2174.575146	 	FREM2
ENSG00000150907	10	1	336.2101595	 	FOXO1
ENSG00000150938	3	1	1602.42313	 	CRIM1
ENSG00000150961	2	2	1342.236476	 	SEC24D
ENSG00000150967	5	1	453.3333259	 	ABCB9
ENSG00000150977	2	1	2990.230926	 	RILPL2
ENSG00000150990	4	2	1971.706053	 	DHX37
ENSG00000150991	9	2	383.832902	 	UBC
ENSG00000150995	26	1	150.9571822	hub10;hub5	ITPR1
ENSG00000151005	3	1	950.8000201	 	TKTL2
ENSG00000151006	5	2	1332.778889	 	PRSS53
ENSG00000151012	10	1	414.9022381	 	SLC7A11
ENSG00000151014	4	2	1524.584077	 	NOCT
ENSG00000151023	2	1	3516.843342	hub10	ENKUR
ENSG00000151025	26	1	114.0683718	 	GPR158
ENSG00000151033	74	3	42.22412021	 	LYZL2
ENSG00000151062	2	1	2242.571563	 	CACNA2D4
ENSG00000151065	7	2	670.3048726	 	DCP1B
