Gene	ModuleAssignment	Blocks	intramodule.Connectivity..unpowered.	HubGenes	external_gene_name
ENSG00000254859	5	2	574.217982	 	AC067930.4
ENSG00000254860	3	1	1261.923743	 	TMEM9B-AS1
ENSG00000254861	1	3	5142.160437	 	AC100768.1
ENSG00000254862	1	3	2115.515395	 	AC100771.2
ENSG00000254863	88	3	20.87147015	 	AP001360.1
ENSG00000254864	61	1	40.04172617	 	AC107884.2
ENSG00000254865	1	3	3699.343025	 	AC100763.1
ENSG00000254866	3	1	1962.57947	 	DEFB109D
ENSG00000254867	13	2	228.5901171	 	AP006287.1
ENSG00000254869	0	3	250.9381607	 	NA
ENSG00000254870	2	1	3116.660657	 	ATP6V1G2-DDX39B
ENSG00000254871	4	2	1797.459918	 	AC024475.2
ENSG00000254872	1	3	2109.486355	 	AC139749.1
ENSG00000254873	7	2	823.9061689	 	AP001267.1
ENSG00000254874	1	3	3640.632621	 	AP003171.1
ENSG00000254876	5	1	1204.165391	 	SUGT1P4-STRA6LP
ENSG00000254877	0	2	350.774911	 	AP001636.2
ENSG00000254878	14	1	245.6447348	 	AC103794.1
ENSG00000254879	12	1	280.7422434	 	PTPRJ-AS1
ENSG00000254880	0	3	327.543344	 	PKNOX2-AS1
ENSG00000254883	17	1	127.9766294	 	AP003385.2
ENSG00000254884	0	1	333.4705929	 	PRR13P2
ENSG00000254885	1	3	2553.108009	 	AP001547.1
ENSG00000254887	60	1	35.21016292	 	AC010247.1
ENSG00000254888	43	1	95.00903904	hub10;hub5	AP000827.1
ENSG00000254890	12	1	153.7860234	 	AP003049.1
ENSG00000254891	1	3	4609.854116	 	OR4A9P
ENSG00000254892	69	3	33.78882782	 	AP003396.4
ENSG00000254893	2	1	3488.799649	hub10	AC113404.3
ENSG00000254894	4	2	1792.687762	 	NAV2-AS1
ENSG00000254895	1	3	5257.121042	 	MTCO3P15
ENSG00000254896	0	1	427.939683	 	OPCML-IT1
ENSG00000254897	75	2	22.16202477	 	AP003035.1
ENSG00000254898	8	2	669.4196542	 	AC087362.1
ENSG00000254900	1	3	2512.850782	 	AC091053.2
ENSG00000254901	3	1	1456.01109	 	BORCS8
ENSG00000254902	2	1	1532.554557	 	ANO1-AS1
ENSG00000254903	1	3	5939.30208	hub10;hub5	OR8L1P
ENSG00000254905	4	2	1308.860225	 	AP001318.1
ENSG00000254906	0	1	341.7499798	 	AC090707.1
ENSG00000254907	19	2	175.8210254	 	AC087276.2
ENSG00000254909	5	1	1024.179116	 	AP003392.2
ENSG00000254910	3	1	1776.242072	 	AC136475.2
ENSG00000254911	22	1	100.2891678	 	SCARNA9
ENSG00000254912	7	2	380.5877819	 	AC135983.3
ENSG00000254913	4	2	1751.29951	 	AC239802.1
ENSG00000254914	1	3	5939.30208	hub10;hub5	AC109810.1
ENSG00000254915	76	2	52.04966675	hub10;hub5	AP003168.1
ENSG00000254916	0	1	278.6524147	 	AP004607.4
ENSG00000254917	81	3	20.92129909	 	OR7E15P
ENSG00000254918	4	2	1152.35633	 	NA
ENSG00000254919	14	1	238.652375	 	AC090692.1
ENSG00000254921	1	3	2123.467303	 	AC116456.1
ENSG00000254923	70	2	36.18741143	 	AC130366.1
ENSG00000254924	0	1	317.7043996	 	AP000867.2
ENSG00000254925	1	3	5939.30208	hub10;hub5	OR4C9P
ENSG00000254926	1	3	5939.30208	hub10;hub5	AP000445.2
ENSG00000254927	75	2	46.80306609	 	AC027779.1
ENSG00000254928	2	1	3084.367194	 	AP001372.3
ENSG00000254929	74	3	25.08772384	 	AL591684.2
ENSG00000254930	23	2	213.1094968	hub10;hub5	LINC02545
ENSG00000254931	1	3	5179.960106	 	MTATP6P15
ENSG00000254932	3	1	1428.598617	 	AP001007.1
ENSG00000254933	25	3	123.3935898	 	AP000785.1
ENSG00000254934	1	3	5939.30208	hub10;hub5	LINC00678
ENSG00000254935	2	1	1434.691505	 	AP002469.1
ENSG00000254936	11	1	268.0402177	 	AF131215.4
ENSG00000254938	34	3	96.77715676	 	AP002833.1
ENSG00000254939	0	1	350.5598858	 	AP003038.1
ENSG00000254940	1	3	5939.30208	hub10;hub5	OR4A19P
ENSG00000254941	3	1	1914.143616	 	AP000866.4
ENSG00000254942	15	3	109.8693782	 	AL355310.3
ENSG00000254943	2	1	1600.644529	 	AP003501.2
ENSG00000254944	2	1	1970.281278	 	ATP5PBP5
ENSG00000254945	3	1	2745.866284	 	NA
ENSG00000254946	24	1	61.49413902	 	AC073172.2
ENSG00000254947	1	3	5939.30208	hub10;hub5	OR8K4P
ENSG00000254948	1	3	5202.812898	 	OR7E158P
ENSG00000254949	20	2	187.0884548	 	GNG5P3
ENSG00000254951	1	3	4394.023753	 	AC044810.2
ENSG00000254952	1	3	5939.30208	hub10;hub5	AP001257.1
ENSG00000254953	7	2	555.6375803	 	AP001803.1
ENSG00000254954	1	3	5939.30208	hub10;hub5	SLC2A13P1
ENSG00000254957	20	2	125.4721065	 	AC111188.2
ENSG00000254958	42	1	89.57468725	hub10;hub5	NA
ENSG00000254959	3	1	2821.363846	hub10	INMT-MINDY4
ENSG00000254960	1	3	2408.672241	 	KIRREL3-AS2
ENSG00000254961	1	3	5939.30208	hub10;hub5	TUBB4BP4
ENSG00000254962	24	1	176.3590753	hub10;hub5	NA
ENSG00000254963	4	2	1880.017148	 	AP001972.2
ENSG00000254964	3	1	2450.549738	 	AP001458.1
ENSG00000254965	61	1	54.52831117	 	C1DP5
ENSG00000254966	4	2	1493.197845	 	AC103974.1
ENSG00000254967	3	1	1850.493827	 	NA
ENSG00000254968	1	3	3150.216959	 	AP003063.1
ENSG00000254969	6	1	1106.727059	 	NA
ENSG00000254971	1	3	4275.355762	 	AP003122.2
ENSG00000254972	0	3	273.8358179	 	AP003498.1
ENSG00000254973	4	2	1203.432061	 	AC105219.4
ENSG00000254974	0	2	309.3989189	 	AP001372.4
ENSG00000254975	18	1	259.9249654	hub10;hub5	AP001189.4
ENSG00000254976	6	1	1009.66643	 	OR8B7P
ENSG00000254978	7	2	841.302371	 	ALG1L9P
ENSG00000254979	3	1	2555.412468	 	AP000781.2
ENSG00000254980	28	2	125.1199032	 	AP002008.1
ENSG00000254981	0	1	293.1997457	 	NA
ENSG00000254982	2	2	1843.347883	 	NA
ENSG00000254984	38	3	42.68449685	 	FTLP6
ENSG00000254985	76	2	32.96085266	 	RSF1-IT2
ENSG00000254986	2	1	2244.516692	 	DPP3
ENSG00000254987	27	3	147.8837899	 	AP002989.1
ENSG00000254988	3	1	957.9129812	 	AP002498.1
ENSG00000254989	1	3	5939.30208	hub10;hub5	AP001999.2
ENSG00000254990	0	2	307.7872178	 	AP001781.1
ENSG00000254991	12	1	271.1129985	 	AC124276.1
ENSG00000254992	17	1	264.9293012	 	AP001582.1
ENSG00000254993	1	3	3433.958073	 	TRIM77BP
ENSG00000254994	2	1	3445.637982	 	NA
ENSG00000254995	3	1	2702.020869	 	STX16-NPEPL1
ENSG00000254996	3	1	2744.994543	 	ANKHD1-EIF4EBP3
ENSG00000254997	4	2	783.5400424	 	KRTAP5-9
ENSG00000254998	1	3	3269.40679	 	NA
ENSG00000254999	7	2	1008.432281	 	BRK1
ENSG00000255000	5	1	859.0797248	 	AC139103.1
ENSG00000255002	13	2	329.7554731	 	LINC02324
ENSG00000255003	17	1	186.6858016	 	CYCSP28
ENSG00000255004	14	1	156.2836322	 	AL133330.2
ENSG00000255005	11	1	330.4285853	hub10;hub5	AP003128.1
ENSG00000255006	84	2	17.30747384	 	ELOCP22
ENSG00000255007	12	1	172.7876498	 	LINC02489
ENSG00000255008	84	2	30.34226343	 	AP000442.1
ENSG00000255010	0	2	279.9773726	 	AP001767.2
ENSG00000255013	63	1	57.83576193	hub10;hub5	NA
ENSG00000255014	4	2	865.6938305	 	ARL6IP1P3
ENSG00000255015	0	3	281.5277636	 	AP000755.1
ENSG00000255016	94	1	21.82564635	 	AC107918.2
ENSG00000255018	68	2	57.01257129	hub10;hub5	AC022878.1
ENSG00000255019	20	2	206.0672744	hub10;hub5	OR5D15P
ENSG00000255020	6	1	529.1838289	 	AF131216.3
ENSG00000255021	31	1	128.0069416	hub10;hub5	AC093496.1
ENSG00000255026	1	3	3391.035386	 	AC136475.3
ENSG00000255027	2	1	1909.144066	 	AP000842.2
ENSG00000255028	15	3	115.7247456	 	AP003049.2
ENSG00000255029	1	3	5152.131148	 	AC110058.1
ENSG00000255030	1	3	5200.607558	 	OR8B5P
ENSG00000255031	8	2	380.6076601	 	AP002807.1
ENSG00000255032	3	1	1138.037083	 	AC104241.1
ENSG00000255035	2	1	2351.778406	 	SDHCP4
ENSG00000255036	5	1	1155.595268	 	STRA6LP
ENSG00000255038	7	2	486.8501556	 	AP006287.2
ENSG00000255039	53	3	61.57688145	 	LINC02553
ENSG00000255040	2	2	1668.276878	 	MORF4L1P3
ENSG00000255041	0	1	297.2114865	 	AC103855.3
ENSG00000255042	31	1	107.2657647	 	AC109635.4
ENSG00000255043	1	3	5009.326397	 	NAV2-AS5
ENSG00000255045	25	3	136.1739805	 	AP000866.5
ENSG00000255046	3	1	1606.047677	 	AC069185.1
ENSG00000255047	1	3	4858.687021	 	HNRNPRP2
ENSG00000255048	1	3	5164.523142	 	OR8X1P
ENSG00000255049	83	2	44.78476631	hub10;hub5	NA
ENSG00000255050	0	1	447.6535326	 	AC067930.5
ENSG00000255051	19	2	141.4597041	 	BCAS2P1
ENSG00000255052	8	2	430.8158008	 	FAM66D
ENSG00000255054	5	1	1243.468005	 	AL020996.2
ENSG00000255056	4	2	1214.212681	 	NA
ENSG00000255057	1	3	5195.428773	 	AP003041.1
ENSG00000255058	2	2	2714.470703	 	PDCL2P2
ENSG00000255059	2	2	1485.791019	 	PPIAP43
ENSG00000255060	20	2	133.6777502	 	AC009656.1
ENSG00000255062	3	1	1718.710052	 	AP001318.2
ENSG00000255063	4	2	1160.857625	 	AP001646.2
ENSG00000255065	0	1	341.6518843	 	AP002001.2
ENSG00000255066	16	1	114.1894722	 	NA
ENSG00000255067	68	2	49.67817317	 	AC013549.3
ENSG00000255069	1	3	5939.30208	hub10;hub5	NA
ENSG00000255070	4	2	898.7061966	 	OSBPL9P3
ENSG00000255071	1	3	1988.203095	 	SAA2-SAA4
ENSG00000255072	35	2	80.40411579	 	PIGY
ENSG00000255073	3	1	1252.46715	 	ZFP91-CNTF
ENSG00000255074	0	2	325.1067313	 	AC018523.1
ENSG00000255075	2	1	3360.686603	 	CENPUP1
ENSG00000255076	14	1	304.5236297	hub10;hub5	AC084838.1
ENSG00000255078	1	3	5939.30208	hub10;hub5	OR4A6P
ENSG00000255079	1	3	3247.578975	 	AC104241.2
ENSG00000255080	0	1	274.1284353	 	NA
ENSG00000255081	20	2	205.4328677	 	AP003168.2
ENSG00000255082	2	1	2739.909783	 	GRM5-AS1
ENSG00000255084	1	3	4759.40885	 	AP003110.1
ENSG00000255085	4	2	1042.497477	 	AF186192.2
ENSG00000255086	1	3	5939.30208	hub10;hub5	AC024341.1
ENSG00000255087	29	3	108.1985447	 	AP001993.1
ENSG00000255090	3	1	1873.256615	 	NA
ENSG00000255091	4	2	1823.689111	 	AC087442.1
ENSG00000255092	18	1	248.6094159	 	AC010768.2
ENSG00000255093	23	2	213.1094968	hub10;hub5	AP002008.2
ENSG00000255094	2	1	1836.687277	 	AC090159.1
ENSG00000255095	1	3	5939.30208	hub10;hub5	OR1D4
ENSG00000255097	5	1	733.4099143	 	AP006259.1
ENSG00000255098	32	1	49.93164869	 	NA
ENSG00000255099	1	3	4901.869345	 	AC023245.2
ENSG00000255100	2	1	2160.199435	 	AP003119.2
ENSG00000255101	1	3	2245.996944	 	AC103843.1
ENSG00000255102	94	1	30.00540158	 	AP005436.1
ENSG00000255103	5	1	1277.312208	 	NA
ENSG00000255104	3	1	1235.123405	 	AC005324.4
ENSG00000255105	58	2	49.97038354	 	PTMAP15
ENSG00000255106	1	3	2866.320565	 	AC010768.3
ENSG00000255107	0	1	371.9944064	 	AC079089.2
ENSG00000255108	5	1	1070.399187	 	AP006621.1
ENSG00000255109	1	3	5754.819903	 	AC090458.1
ENSG00000255111	13	2	226.1568579	 	AP006587.3
ENSG00000255112	4	2	1571.880181	 	CHMP1B
ENSG00000255113	1	3	5939.30208	hub10;hub5	OR4A48P
ENSG00000255114	7	2	930.1979	 	AP003392.3
ENSG00000255115	59	3	36.18804124	 	AP002812.4
ENSG00000255117	1	3	5939.30208	hub10;hub5	LINC02546
ENSG00000255118	2	1	2423.468026	 	AP003306.2
ENSG00000255119	0	1	350.1897969	 	AP003385.3
ENSG00000255120	37	3	66.5996058	 	OVOL1-AS1
ENSG00000255121	5	1	1317.351496	 	AP003392.4
ENSG00000255122	17	1	125.0233425	 	AC068587.2
ENSG00000255123	72	2	58.48730714	hub10;hub5	MTND5P21
ENSG00000255124	12	1	126.5268758	 	NA
ENSG00000255125	8	2	410.6343687	 	NA
ENSG00000255126	3	1	2583.442214	 	AP003064.1
ENSG00000255127	1	3	4861.893644	 	AP003171.2
ENSG00000255128	1	3	1961.798833	 	HSPD1P3
ENSG00000255129	4	2	1546.545263	 	AP000880.1
ENSG00000255130	32	1	135.3508066	hub10;hub5	AC022874.1
ENSG00000255131	39	1	103.2017497	hub10	OR9L1P
ENSG00000255132	1	3	4030.235471	 	AC090138.1
ENSG00000255133	44	3	59.56815909	 	AC113192.2
ENSG00000255134	1	3	5939.30208	hub10;hub5	OR8K2P
ENSG00000255135	2	1	3523.047117	hub10	AP002360.1
ENSG00000255136	0	3	331.5100587	 	AP001972.3
ENSG00000255137	2	2	2888.755785	 	NA
ENSG00000255138	3	1	2514.658493	 	GLTPP1
ENSG00000255139	5	2	1221.449955	 	AP000442.2
ENSG00000255141	1	3	4769.047773	 	HNRNPA1P76
ENSG00000255142	4	2	1097.087433	 	AP006621.2
ENSG00000255143	1	3	4304.727003	 	AP000879.2
ENSG00000255144	1	3	5939.30208	hub10;hub5	AC025857.1
ENSG00000255145	0	1	315.5760088	 	STX17-AS1
ENSG00000255146	1	3	4597.151252	 	AP004247.2
ENSG00000255147	1	3	5734.367953	 	AP003385.4
ENSG00000255148	1	3	2807.726692	 	AC239802.2
ENSG00000255149	20	2	205.740305	 	AP002963.1
ENSG00000255150	2	1	2545.247839	 	EID3
ENSG00000255151	8	2	522.7967442	 	GLYATL1B
ENSG00000255152	3	1	2723.064186	 	MSH5-SAPCD1
ENSG00000255153	2	1	1990.045065	 	TOLLIP-AS1
ENSG00000255154	2	1	2664.817139	 	HTD2
ENSG00000255156	31	1	115.7297812	 	RNY1P9
ENSG00000255157	24	1	169.960772	 	DEFB130C
ENSG00000255158	5	2	807.448625	 	AC131934.1
ENSG00000255159	14	1	213.7482084	 	AC026894.1
ENSG00000255160	11	1	253.6400316	 	AC009652.1
ENSG00000255161	1	3	3416.91115	 	AC113192.3
ENSG00000255162	0	2	284.4373494	 	AP004833.2
ENSG00000255163	1	3	5599.501945	 	HSPE1P18
ENSG00000255164	8	2	410.4014266	 	AF235103.1
ENSG00000255165	11	1	196.4506808	 	AC134775.1
ENSG00000255168	3	1	2656.943898	 	NA
ENSG00000255169	1	3	5939.30208	hub10;hub5	AC113192.4
ENSG00000255170	43	1	95.00903904	hub10;hub5	AP003122.3
ENSG00000255171	1	3	4957.036434	 	LINC01499
ENSG00000255172	1	3	5939.30208	hub10;hub5	OR5AM1P
ENSG00000255173	3	1	1003.083847	 	AP003068.3
ENSG00000255174	61	1	58.13831187	hub10;hub5	AC107918.3
ENSG00000255176	5	2	1141.72588	 	AP000941.1
ENSG00000255177	33	2	132.5946001	hub10;hub5	MUC5B-AS1
ENSG00000255178	1	3	4914.947609	 	AP002759.1
ENSG00000255180	11	1	252.3455236	 	NA
ENSG00000255181	4	2	1316.014824	 	CCDC166
ENSG00000255182	9	2	488.4931909	 	AC084125.2
ENSG00000255183	11	1	330.4285853	hub10;hub5	AP000756.1
ENSG00000255185	5	2	982.1734672	 	PDXDC2P
ENSG00000255187	79	2	43.16548662	hub10;hub5	AP003386.1
ENSG00000255189	0	3	305.2035347	 	GLYATL1P1
ENSG00000255191	68	2	57.01257129	hub10;hub5	AP003555.3
ENSG00000255192	1	3	4714.947431	 	NANOGP8
ENSG00000255194	1	3	4617.625274	 	NA
ENSG00000255197	0	1	314.955943	 	AC090559.1
ENSG00000255198	5	2	792.0426909	 	SNHG9
ENSG00000255199	31	1	128.0069416	hub10;hub5	GTF2IP11
ENSG00000255200	1	3	2257.112677	 	PGAM1P8
ENSG00000255201	3	1	2835.700299	hub10;hub5	AC087623.1
ENSG00000255202	4	2	2003.621341	 	AL049629.1
ENSG00000255203	1	3	1986.841774	 	OR7E2P
ENSG00000255204	1	3	3926.754031	 	AC036111.2
ENSG00000255205	13	2	329.7554731	hub10;hub5	MED28P5
ENSG00000255206	14	1	219.8750133	 	AC011853.2
ENSG00000255207	45	2	55.09283039	 	AL133399.1
ENSG00000255208	1	3	3677.790942	 	NA
ENSG00000255209	76	2	52.04966675	hub10;hub5	AP001978.1
ENSG00000255210	9	2	479.7762549	 	AP001889.1
ENSG00000255212	1	3	5939.30208	hub10;hub5	NA
ENSG00000255213	2	1	1783.219322	 	NPM1P35
ENSG00000255215	1	3	5939.30208	hub10;hub5	OR4R1P
ENSG00000255216	1	3	3580.6282	 	AP001360.2
ENSG00000255218	13	2	329.7554731	hub10;hub5	OR5BC1P
ENSG00000255219	3	1	1659.634165	 	AP000755.2
ENSG00000255220	19	2	203.2415182	 	DDX18P5
ENSG00000255222	0	3	307.7623677	 	SETP17
ENSG00000255223	1	3	5506.294823	 	OR5M11
ENSG00000255224	8	2	674.3984941	 	AC109322.1
ENSG00000255225	1	3	5939.30208	hub10;hub5	OR8B6P
ENSG00000255226	1	3	4842.97935	 	AC044839.2
ENSG00000255230	20	2	167.7711552	 	AC004923.3
ENSG00000255231	49	2	55.95207313	 	MRPS36P4
ENSG00000255233	18	1	257.3614356	 	AP003969.1
ENSG00000255234	2	1	2106.637205	 	AP000446.1
ENSG00000255236	1	3	2273.04496	 	AP002992.1
ENSG00000255237	3	1	931.8254634	 	AC138230.1
ENSG00000255239	68	2	40.69622535	 	TREHP1
ENSG00000255240	2	2	2301.770956	 	AP001636.3
ENSG00000255241	18	1	259.9249654	hub10;hub5	AP005436.2
ENSG00000255242	22	1	124.8010589	 	NA
ENSG00000255243	12	1	300.5370884	hub10;hub5	AC099687.1
ENSG00000255244	1	3	4160.103815	 	AC023078.5
ENSG00000255245	4	2	1181.700599	 	FXYD6-FXYD2
ENSG00000255246	1	3	2571.624131	 	AP000793.1
ENSG00000255247	44	3	60.26307509	 	AP003390.2
ENSG00000255248	3	1	1673.281012	 	MIR100HG
ENSG00000255250	3	1	1191.067245	 	AP003059.2
ENSG00000255252	2	1	3639.970417	hub10;hub5	AL078612.1
ENSG00000255253	1	3	5939.30208	hub10;hub5	AC068587.3
ENSG00000255255	0	1	331.3713166	 	PPP1R1AP1
ENSG00000255256	30	2	95.03592752	 	AL136146.2
ENSG00000255257	1	3	4248.839015	 	NA
ENSG00000255258	6	1	658.6605915	 	AP001979.2
ENSG00000255259	1	3	5939.30208	hub10;hub5	ZNF123P
ENSG00000255260	1	3	1952.658037	 	KC877392.1
ENSG00000255261	1	3	5939.30208	hub10;hub5	OR7E4P
ENSG00000255262	0	1	445.7480389	 	ELOBP2
ENSG00000255263	0	2	333.8299076	 	NA
ENSG00000255265	2	1	1535.706126	 	TMA16P1
ENSG00000255266	0	2	290.42186	 	AP003484.1
ENSG00000255267	1	3	1994.486054	 	AC018716.2
ENSG00000255268	75	2	52.11097346	hub10;hub5	AC130364.2
ENSG00000255270	1	3	5701.78496	 	NAV2-IT1
ENSG00000255271	1	3	4770.67318	 	AL137224.1
ENSG00000255273	0	1	292.9474736	 	AF238378.1
ENSG00000255274	1	3	4452.328633	 	SMIM35
ENSG00000255275	3	1	2560.630693	 	AL080251.1
ENSG00000255276	2	1	3453.454894	hub10	RRM1-AS1
ENSG00000255277	2	1	2132.78639	 	ABCC6P2
ENSG00000255278	3	1	943.5333129	 	NA
ENSG00000255279	1	3	5939.30208	hub10;hub5	AC023442.3
ENSG00000255280	14	1	217.0611859	 	AP001922.4
ENSG00000255281	1	3	5939.30208	hub10;hub5	AC090124.3
ENSG00000255282	1	3	3165.151586	 	WTAPP1
ENSG00000255283	1	3	5939.30208	hub10;hub5	AP005597.3
ENSG00000255284	4	2	1680.012571	 	AP006621.3
ENSG00000255285	50	2	56.0918283	 	AP004833.3
ENSG00000255286	17	1	189.0076675	 	AP000907.1
ENSG00000255287	1	3	5939.30208	hub10;hub5	SNRPGP16
ENSG00000255289	1	3	3438.42659	 	AC068389.2
ENSG00000255291	3	1	958.4240459	 	HMGB1P40
ENSG00000255292	2	1	2939.082034	 	AP002884.3
ENSG00000255293	4	2	1994.824572	 	WIZP1
ENSG00000255294	1	3	5939.30208	hub10;hub5	OR4A50P
ENSG00000255296	1	3	3346.130465	 	AP002490.2
ENSG00000255297	1	3	5939.30208	hub10;hub5	OR4A41P
ENSG00000255298	6	1	1158.54696	 	OR8G5
ENSG00000255299	1	3	3586.608382	 	AP003557.1
ENSG00000255300	33	2	132.5946001	hub10;hub5	AC079917.1
ENSG00000255301	4	2	1381.823335	 	AP002893.1
ENSG00000255302	7	2	1030.241274	 	EID1
ENSG00000255303	0	3	325.9140144	 	OR5BA1P
ENSG00000255304	1	3	4839.607742	 	OR4A46P
ENSG00000255306	7	2	562.75509	 	AC004923.4
ENSG00000255307	1	3	2049.800012	 	OR52B2
ENSG00000255308	3	1	2703.195743	 	AC009652.2
ENSG00000255310	3	1	1625.973248	 	AF131215.5
ENSG00000255311	0	3	314.5390305	 	AP002370.2
ENSG00000255312	1	3	5485.24405	 	OR4C7P
ENSG00000255313	12	1	231.2800304	 	AC100858.2
ENSG00000255314	1	3	5939.30208	hub10;hub5	AC024475.4
ENSG00000255316	1	3	5163.705139	 	MTND6P25
ENSG00000255317	48	3	45.34100986	 	AP002833.2
ENSG00000255318	0	2	272.1472454	 	NA
ENSG00000255319	0	3	328.2243504	 	ENPP7P8
ENSG00000255320	4	2	1664.303816	 	AP000759.1
ENSG00000255321	31	1	83.77487979	 	AC068389.3
ENSG00000255322	3	1	1910.742485	 	NA
ENSG00000255323	1	3	5939.30208	hub10;hub5	LINC01495
ENSG00000255325	1	3	4639.920202	 	AC108136.1
ENSG00000255326	5	2	771.7544135	 	AP001922.5
ENSG00000255327	49	2	44.87531628	 	AP003062.1
ENSG00000255328	67	1	41.80866976	 	AC136475.5
ENSG00000255329	2	1	1647.289823	 	H2AFZP4
ENSG00000255330	4	2	1767.548965	 	AL096711.2
ENSG00000255331	7	2	680.3393799	 	AP000790.2
ENSG00000255332	1	3	5939.30208	hub10;hub5	AP003028.1
ENSG00000255334	27	3	88.04320844	 	AP000907.2
ENSG00000255335	43	1	95.00903904	hub10;hub5	AC124301.2
ENSG00000255337	2	1	3101.368294	 	AP001830.1
ENSG00000255338	1	3	5939.30208	hub10;hub5	AC118273.2
ENSG00000255339	8	2	690.5971494	 	AL133352.1
ENSG00000255340	4	2	1508.984601	 	AC087276.3
ENSG00000255341	1	3	5939.30208	hub10;hub5	OR8Q1P
ENSG00000255342	4	2	1949.808344	 	AP000926.1
ENSG00000255343	5	1	1076.504274	 	AC234917.1
ENSG00000255344	27	3	95.38807408	 	AP001999.3
ENSG00000255345	17	1	199.6852911	 	AP002957.1
ENSG00000255346	1	3	1868.603343	 	NOX5
ENSG00000255347	3	1	1383.278119	 	AC021820.1
ENSG00000255348	3	1	2770.249434	hub10	AP001775.2
ENSG00000255349	1	3	5939.30208	hub10;hub5	OR4A7P
ENSG00000255350	24	1	85.76713888	 	MTCO1P15
ENSG00000255351	4	2	960.0663183	 	AC023946.1
ENSG00000255352	1	3	5506.289555	 	PPP1R10P1
ENSG00000255353	10	1	409.80942	 	AP003057.1
ENSG00000255354	57	2	64.87387968	 	NA
ENSG00000255355	0	2	304.7438425	 	AP000640.2
ENSG00000255358	45	2	59.30989164	 	AC019227.1
ENSG00000255361	8	2	357.2046563	 	AC103843.2
ENSG00000255362	76	2	29.16940901	 	AP000785.2
ENSG00000255363	2	1	1768.6364	 	AP001189.5
ENSG00000255364	2	1	1580.830179	 	SMILR
ENSG00000255365	89	2	37.9871033	hub10;hub5	AC040926.1
ENSG00000255366	2	1	2630.076995	 	AC120036.4
ENSG00000255367	0	3	315.4630977	 	AC127526.2
ENSG00000255370	1	3	2755.643801	 	CYCSP25
ENSG00000255371	0	3	322.6389239	 	OPCML-IT2
ENSG00000255372	6	1	1163.32322	 	AC107886.1
ENSG00000255373	3	1	1080.131531	 	NA
ENSG00000255374	9	2	254.7372602	 	TAS2R43
ENSG00000255375	37	3	104.733833	hub10;hub5	AL078612.2
ENSG00000255377	1	3	5939.30208	hub10;hub5	DUXAP5
ENSG00000255379	1	3	5939.30208	hub10;hub5	CYCSP29
ENSG00000255380	4	2	1158.215932	 	AP001317.1
ENSG00000255381	3	1	1033.097113	 	AP001258.1
ENSG00000255382	71	3	32.39670239	 	AP001646.3
ENSG00000255384	0	2	312.9590987	 	AP001267.2
ENSG00000255385	1	3	5939.30208	hub10;hub5	UBTFL10
ENSG00000255386	1	3	5728.070046	 	OR5BR1P
ENSG00000255387	2	1	3074.561598	 	AC015689.2
ENSG00000255388	25	3	94.80554729	 	AC021006.2
ENSG00000255389	2	1	1800.317142	 	Z97989.1
ENSG00000255390	7	2	1072.596484	 	AC091564.4
ENSG00000255391	3	1	1253.799171	 	AP003497.1
ENSG00000255393	86	1	36.30627842	hub10;hub5	OOSP4B
ENSG00000255394	60	1	63.07437543	hub10;hub5	C8orf49
ENSG00000255395	1	3	5939.30208	hub10;hub5	AP001972.4
ENSG00000255396	30	2	117.0081863	 	AP000857.1
ENSG00000255397	3	1	2660.053085	 	AC022182.3
ENSG00000255398	6	1	495.2145616	 	HCAR3
ENSG00000255399	1	3	5939.30208	hub10;hub5	TBX5-AS1
ENSG00000255402	3	1	1490.744288	 	AC027451.1
ENSG00000255403	1	3	5601.417781	 	AP000641.1
ENSG00000255404	1	3	3141.354823	 	AP001266.1
ENSG00000255406	6	1	624.8795367	 	AP000911.3
ENSG00000255408	3	1	2578.034028	 	PCDHA3
ENSG00000255409	0	1	325.7708946	 	RSF1-IT1
ENSG00000255410	7	2	1042.211727	 	AC091564.5
ENSG00000255411	14	1	304.5236297	hub10;hub5	LINC02548
ENSG00000255412	34	3	79.13319098	 	NA
ENSG00000255413	1	3	5339.281027	 	AC022880.1
ENSG00000255414	27	3	104.1127392	 	NA
ENSG00000255415	1	3	4393.985476	 	AP000867.3
ENSG00000255417	31	1	111.045445	 	MTCO2P15
ENSG00000255418	27	3	58.4173962	 	AC090092.1
ENSG00000255420	1	3	5226.75035	 	CASC23
ENSG00000255421	3	1	1447.104933	 	AP002340.1
ENSG00000255422	19	2	167.6369963	 	AP002954.1
ENSG00000255423	5	1	1138.068589	 	EBLN2
ENSG00000255424	1	3	4566.400011	 	AC027026.1
ENSG00000255425	6	1	1183.274113	 	OR8G3P
ENSG00000255426	1	3	5939.30208	hub10;hub5	AC044839.3
ENSG00000255427	1	3	5939.30208	hub10;hub5	AC087783.1
ENSG00000255428	1	3	5778.575498	 	AP002008.3
ENSG00000255429	1	3	5837.216177	 	AP003400.1
ENSG00000255430	74	3	49.17582117	hub10;hub5	CASP1P1
ENSG00000255431	1	3	5939.30208	hub10;hub5	OR5B19P
ENSG00000255432	2	2	2805.004095	 	AP001458.2
ENSG00000255433	3	1	1019.81418	 	AP001803.2
ENSG00000255434	7	2	711.9544503	 	AP001922.6
ENSG00000255435	5	2	1368.037529	hub10	AP001267.3
ENSG00000255436	16	1	188.795652	 	NA
