Enhancer	hic.CP	hic.GZ	hic.CP.promoter	hic.GZ.promoter
HARv2_459	NA	NA	NA	NA
HACNS_325	NA	NA	NA	NA
HARv2_40	NA	NA	NA	NA
HARv2_150	NA	NA	NA	NA
HACNS_460	NA	ENSG00000116117	NA	NA
HACNS_265	ENSG00000116117	ENSG00000116117	NA	NA
HACNS_977	NA	NA	NA	NA
HACNS_183	NA	NA	NA	NA
HACNS_505	NA	NA	NA	NA
HACNS_586	ENSG00000273118	NA	NA	NA
HACNS_743	NA	NA	NA	NA
HARv2_526	NA	NA	NA	NA
HARv2_197	NA	NA	NA	NA
HARv2_51	NA	NA	NA	NA
HACNS_935	NA	ENSG00000236451	NA	NA
HACNS_89	NA	NA	NA	NA
HACNS_201	NA	NA	NA	NA
HACNS_628	NA	NA	NA	NA
HACNS_697	NA	NA	NA	NA
HACNS_88	NA	NA	NA	NA
HACNS_856	NA	ENSG00000169047	NA	NA
humGainReg1788,HACNS_1,HARv2_3	ENSG00000207049	ENSG00000168505,ENSG00000233611	ENSG00000207049	ENSG00000233611,ENSG00000168505
HACNS_457	ENSG00000157985,ENSG00000222007	ENSG00000157985,ENSG00000222007	ENSG00000222007	ENSG00000222007
HARv2_36	NA	NA	NA	NA
HACNS_984	NA	ENSG00000101282	NA	NA
HARv2_233	ENSG00000228210	ENSG00000228210	ENSG00000228210	ENSG00000228210
HARv2_292	NA	NA	NA	NA
HACNS_46,HARv2_255	NA	NA	NA	NA
HARv2_162	NA	ENSG00000232271	NA	NA
HACNS_751	ENSG00000182621	ENSG00000182621	NA	NA
HACNS_473	NA	ENSG00000101333	NA	NA
HACNS_939,HARv2_488	NA	NA	NA	NA
HACNS_200	NA	NA	NA	NA
HACNS_650	NA	ENSG00000199570,ENSG00000172264	NA	ENSG00000199570
HARv2_38	NA	NA	NA	NA
HACNS_196	NA	NA	NA	NA
HARv2_455	NA	NA	NA	NA
HACNS_27	NA	NA	NA	NA
HACNS_656	NA	NA	NA	NA
HACNS_315	NA	NA	NA	NA
HACNS_957	NA	NA	NA	NA
HACNS_285	NA	NA	NA	NA
HACNS_909	NA	NA	NA	NA
HARv2_92	NA	NA	NA	NA
HACNS_98	ENSG00000233508,ENSG00000196090	NA	ENSG00000233508,ENSG00000196090	NA
HACNS_193	NA	ENSG00000223651,ENSG00000225458	NA	ENSG00000223651
HACNS_330	NA	NA	NA	NA
HARv2_91	ENSG00000196090	NA	NA	NA
HACNS_962	ENSG00000149654	ENSG00000149654	ENSG00000149654	ENSG00000149654
HARv2_337	NA	NA	NA	NA
HARv2_413	NA	NA	NA	NA
HACNS_294	NA	NA	NA	NA
HARv2_46	NA	NA	NA	NA
HARv2_2	NA	NA	NA	NA
HACNS_661	ENSG00000266211,ENSG00000175302,ENSG00000228159,ENSG00000224860,ENSG00000215562,ENSG00000180530	ENSG00000224905,ENSG00000155307	ENSG00000266211,ENSG00000215562,ENSG00000224860	ENSG00000224905,ENSG00000155307
HARv2_430	ENSG00000215559	ENSG00000230965,ENSG00000223287,ENSG00000215559,ENSG00000266838	NA	ENSG00000230965,ENSG00000223287,ENSG00000215559,ENSG00000266838
humGainReg1901	NA	ENSG00000266838,ENSG00000215559,ENSG00000224524,ENSG00000224247	NA	ENSG00000215559,ENSG00000266838,ENSG00000224524,ENSG00000224247
HARv2_65	NA	NA	NA	NA
HARv2_6	NA	NA	NA	NA
HARv2_318	NA	NA	NA	NA
HACNS_440,HARv2_352	NA	NA	NA	NA
HARv2_72	NA	NA	NA	NA
HACNS_814	NA	NA	NA	NA
HARv2_88	NA	NA	NA	NA
HARv2_222	NA	NA	NA	NA
HACNS_552,HARv2_245	NA	ENSG00000169184	NA	NA
HARv2_500	NA	NA	NA	NA
HACNS_217,HARv2_186	NA	NA	NA	NA
HACNS_326	NA	NA	NA	NA
HACNS_273	NA	NA	NA	NA
HACNS_421	NA	NA	NA	NA
HACNS_394	NA	NA	NA	NA
HACNS_451	ENSG00000144619	NA	NA	NA
HACNS_888	NA	NA	NA	NA
HACNS_589	NA	NA	NA	NA
HARv2_523	NA	NA	NA	NA
HARv2_63	NA	NA	NA	NA
HACNS_611	ENSG00000150995,ENSG00000235978	NA	NA	NA
HACNS_607	NA	NA	NA	NA
HARv2_468	NA	NA	NA	NA
HARv2_241	NA	NA	NA	NA
HACNS_482	ENSG00000144711,ENSG00000132182	ENSG00000132182	ENSG00000132182	NA
HARv2_269,HACNS_810	NA	NA	NA	NA
HARv2_335	NA	NA	NA	NA
HACNS_706	NA	NA	NA	NA
humGainReg2020,HARv2_349	NA	NA	NA	NA
HARv2_370	NA	NA	NA	NA
HARv2_503	NA	NA	NA	NA
HACNS_598	NA	NA	NA	NA
HARv2_467	NA	NA	NA	NA
HACNS_778	NA	NA	NA	NA
HACNS_749	NA	NA	NA	NA
HACNS_516	NA	ENSG00000157445	NA	NA
HACNS_803,HARv2_516	ENSG00000157445	NA	NA	NA
HACNS_875	NA	NA	NA	NA
HACNS_514	NA	NA	NA	NA
HACNS_944	ENSG00000189283	ENSG00000163689,ENSG00000242428	NA	NA
HARv2_421	NA	NA	NA	NA
HARv2_376	ENSG00000189283	NA	NA	NA
HARv2_257	NA	NA	NA	NA
HACNS_319	NA	NA	NA	NA
HARv2_220,HACNS_738	NA	NA	NA	NA
HACNS_666	NA	NA	NA	NA
HARv2_494	ENSG00000189283	NA	NA	NA
HACNS_876	ENSG00000189283	NA	NA	NA
HACNS_392	NA	NA	NA	NA
HARv2_556	NA	NA	NA	NA
HACNS_404,HARv2_536	ENSG00000241316	ENSG00000241316,ENSG00000163377	NA	NA
HACNS_191,HARv2_104	NA	NA	NA	NA
HARv2_414	ENSG00000163377	NA	NA	NA
HARv2_357	NA	ENSG00000114541	NA	NA
HACNS_690	NA	NA	NA	NA
HACNS_965	NA	NA	NA	NA
HACNS_279	NA	NA	NA	NA
HARv2_548	NA	ENSG00000270562,ENSG00000114861	NA	ENSG00000114861,ENSG00000270562
HACNS_436	NA	NA	NA	NA
HARv2_416	ENSG00000213452	ENSG00000213452,ENSG00000113805	ENSG00000213452	ENSG00000213452
HARv2_304	ENSG00000239959,ENSG00000243794	NA	ENSG00000243794	NA
HACNS_742,HARv2_127	ENSG00000272690,ENSG00000239959,ENSG00000272710,ENSG00000239383,ENSG00000227124	NA	ENSG00000272690,ENSG00000272710,ENSG00000239383,ENSG00000227124	NA
HACNS_376	NA	NA	NA	NA
HACNS_734	NA	NA	NA	NA
HACNS_873	ENSG00000169855	NA	NA	NA
HACNS_885	NA	NA	NA	NA
HARv2_497	NA	NA	NA	NA
HACNS_112	NA	NA	NA	NA
HACNS_310	NA	NA	NA	NA
HACNS_270	NA	NA	NA	NA
HACNS_361	NA	NA	NA	NA
HACNS_378	NA	NA	NA	NA
HACNS_580	NA	NA	NA	NA
HACNS_353	NA	NA	NA	NA
HACNS_838	NA	NA	NA	NA
HACNS_30	ENSG00000144810,ENSG00000263810	ENSG00000244464	ENSG00000263810	ENSG00000244464
HACNS_570	NA	NA	NA	NA
HACNS_923	ENSG00000144821	NA	ENSG00000144821	NA
HACNS_870	NA	NA	NA	NA
HACNS_189	NA	NA	NA	NA
HACNS_787	NA	NA	NA	NA
HACNS_765	NA	NA	NA	NA
HACNS_165	NA	NA	NA	NA
HACNS_907	NA	NA	NA	NA
HACNS_879	NA	NA	NA	NA
HACNS_722	NA	NA	NA	NA
HACNS_975	NA	NA	NA	NA
HACNS_75	NA	ENSG00000163430	NA	ENSG00000163430
HACNS_213	NA	NA	NA	NA
HACNS_576	NA	NA	NA	NA
HARv2_407	NA	NA	NA	NA
HACNS_752	NA	ENSG00000249305	NA	ENSG00000249305
HACNS_403	NA	NA	NA	NA
HACNS_113	ENSG00000181804	NA	NA	NA
HACNS_80	NA	NA	NA	NA
HACNS_655	NA	NA	NA	NA
HARv2_499	NA	NA	NA	NA
HACNS_585	ENSG00000250588	ENSG00000244040,ENSG00000242107	NA	ENSG00000242107,ENSG00000244040
HACNS_127	ENSG00000151967,ENSG00000250588	ENSG00000244040	ENSG00000151967	NA
HACNS_546,HARv2_520	NA	NA	NA	NA
HARv2_324	NA	NA	NA	NA
HACNS_755	ENSG00000251759	ENSG00000244128	ENSG00000251759	NA
HACNS_573	NA	NA	NA	NA
HARv2_47	NA	NA	NA	NA
HARv2_443	NA	NA	NA	NA
HACNS_456	NA	NA	NA	NA
HACNS_668	NA	NA	NA	NA
HACNS_529	NA	NA	NA	NA
HARv2_64	NA	NA	NA	NA
HACNS_12	NA	NA	NA	NA
HARv2_193	NA	ENSG00000197584	NA	NA
HARv2_77	NA	NA	NA	NA
HARv2_250	NA	NA	NA	NA
HARv2_487	NA	NA	NA	NA
HACNS_539	NA	NA	NA	NA
HACNS_414	NA	NA	NA	NA
HARv2_508	NA	NA	NA	NA
humGainReg2180,HACNS_33	ENSG00000168993,ENSG00000127419,ENSG00000145214,ENSG00000145217,ENSG00000127415,ENSG00000212458,ENSG00000251652,ENSG00000215367,ENSG00000159674,ENSG00000159692,ENSG00000196810,ENSG00000090316,ENSG00000163945,ENSG00000254094,ENSG00000253399,ENSG00000235608,ENSG00000272783,ENSG00000244459,ENSG00000174137,ENSG00000207009	ENSG00000168993,ENSG00000178950,ENSG00000127419,ENSG00000178222,ENSG00000212458,ENSG00000251652,ENSG00000215367,ENSG00000273179,ENSG00000159674,ENSG00000090316,ENSG00000254094,ENSG00000253399,ENSG00000163945,ENSG00000235608,ENSG00000130997	ENSG00000168993,ENSG00000145214,ENSG00000127415,ENSG00000212458,ENSG00000215367,ENSG00000159674,ENSG00000159692,ENSG00000163945,ENSG00000254094,ENSG00000253399,ENSG00000272783,ENSG00000244459,ENSG00000174137,ENSG00000207009	ENSG00000168993,ENSG00000127419,ENSG00000178950,ENSG00000178222,ENSG00000212458,ENSG00000215367,ENSG00000251652,ENSG00000273179,ENSG00000159674,ENSG00000090316,ENSG00000254094,ENSG00000253399,ENSG00000163945
HACNS_37	NA	NA	NA	NA
HARv2_367	ENSG00000251210	NA	NA	NA
HACNS_941	NA	ENSG00000249988	NA	NA
HACNS_432	NA	ENSG00000169744	NA	NA
HARv2_402	ENSG00000248238	ENSG00000185774	NA	NA
HACNS_314	NA	NA	NA	NA
HARv2_420	NA	NA	NA	NA
HACNS_68,HARv2_287	NA	NA	NA	NA
HARv2_363	NA	NA	NA	NA
HARv2_60	ENSG00000250064	NA	NA	NA
HACNS_256	NA	NA	NA	NA
HACNS_281,HARv2_470	NA	NA	NA	NA
HACNS_835	NA	NA	NA	NA
HARv2_201	NA	NA	NA	NA
HACNS_338	NA	NA	NA	NA
HACNS_713	NA	NA	NA	NA
HACNS_689	NA	NA	NA	NA
HACNS_899	NA	NA	NA	NA
HACNS_813	NA	NA	NA	NA
HARv2_464	NA	NA	NA	NA
HACNS_597	NA	NA	NA	NA
HACNS_601	NA	NA	NA	NA
HACNS_845	NA	ENSG00000251459,ENSG00000238925	NA	ENSG00000251459,ENSG00000238925
HARv2_527	NA	NA	NA	NA
HARv2_431	ENSG00000150471	ENSG00000150471	NA	NA
HACNS_966	NA	NA	NA	NA
HARv2_433	NA	NA	NA	NA
HACNS_488	NA	NA	NA	NA
HACNS_967	NA	NA	NA	NA
HACNS_502	NA	NA	NA	NA
HACNS_948	NA	NA	NA	NA
HACNS_710	NA	ENSG00000251321	NA	ENSG00000251321
HARv2_227	NA	NA	NA	NA
HARv2_90	ENSG00000249307,ENSG00000156269,ENSG00000163297	ENSG00000249307,ENSG00000156269,ENSG00000250334	ENSG00000249307	ENSG00000249307
HACNS_596	NA	ENSG00000197826	NA	NA
HACNS_307	ENSG00000250546	NA	NA	NA
HARv2_68,HACNS_134	NA	NA	NA	NA
HACNS_883	NA	ENSG00000249171	NA	NA
HARv2_252	NA	NA	NA	NA
HACNS_871	NA	NA	NA	NA
HACNS_641	NA	NA	NA	NA
HACNS_447	NA	NA	NA	NA
HACNS_891	NA	NA	NA	NA
HACNS_821	NA	ENSG00000254044,ENSG00000163116	NA	NA
HACNS_908,HARv2_306	NA	NA	NA	NA
HARv2_452	NA	NA	NA	NA
HARv2_147	NA	ENSG00000153064	NA	NA
HACNS_465	ENSG00000251170,ENSG00000215999	ENSG00000245384	ENSG00000215999	NA
HARv2_111	NA	NA	NA	NA
HARv2_154	ENSG00000247950	NA	NA	NA
HACNS_974	NA	NA	NA	NA
HARv2_288	NA	NA	NA	NA
HACNS_251	NA	NA	NA	NA
HACNS_62,HARv2_83	NA	NA	NA	NA
HACNS_773	NA	NA	NA	NA
HACNS_672	NA	NA	NA	NA
HACNS_565	NA	NA	NA	NA
HACNS_818	NA	NA	NA	NA
HACNS_732	NA	NA	NA	NA
HACNS_691	NA	ENSG00000248307	NA	NA
HARv2_176	NA	NA	NA	NA
HACNS_929	NA	NA	NA	NA
HACNS_276	ENSG00000249708	NA	NA	NA
HACNS_439	NA	NA	NA	NA
HACNS_958	NA	NA	NA	NA
HACNS_438	NA	NA	NA	NA
HARv2_56	NA	NA	NA	NA
HACNS_731	ENSG00000145416	NA	NA	NA
HACNS_988	ENSG00000273097,ENSG00000170088	NA	ENSG00000273097	NA
HARv2_519	ENSG00000249675	NA	NA	NA
HACNS_626	NA	NA	NA	NA
HACNS_612	ENSG00000137601	NA	NA	NA
HACNS_740	NA	NA	NA	NA
HACNS_258	NA	NA	NA	NA
HACNS_644	ENSG00000234801	NA	ENSG00000234801	NA
HACNS_262	NA	NA	NA	NA
HARv2_439	NA	NA	NA	NA
HARv2_361	NA	NA	NA	NA
HARv2_30	NA	NA	NA	NA
HACNS_829	NA	NA	NA	NA
HARv2_460	NA	ENSG00000177822,ENSG00000218336,ENSG00000248266	NA	ENSG00000218336,ENSG00000248266,ENSG00000177822
HACNS_757	NA	NA	NA	NA
HACNS_351	NA	NA	NA	NA
HACNS_274	NA	NA	NA	NA
HACNS_73,HARv2_138	NA	NA	NA	NA
HACNS_81	NA	NA	NA	NA
