Enhancer	hic.CP	hic.GZ	hic.CP.promoter	hic.GZ.promoter
HACNS_486	ENSG00000134138,ENSG00000259460	ENSG00000134138,ENSG00000259460	ENSG00000134138,ENSG00000259460	ENSG00000134138,ENSG00000259460
HARv2_243	NA	NA	NA	NA
HACNS_799	NA	NA	NA	NA
HACNS_924	NA	NA	NA	NA
HACNS_646	ENSG00000067141	ENSG00000067141	NA	NA
HACNS_588	NA	ENSG00000117971	NA	ENSG00000117971
HACNS_230	NA	NA	NA	NA
HACNS_931	NA	NA	NA	NA
HACNS_575	NA	NA	NA	NA
HACNS_903	NA	NA	NA	NA
HACNS_228	ENSG00000259957,ENSG00000259839,ENSG00000260769,ENSG00000166152	ENSG00000260614,ENSG00000259957,ENSG00000259839,ENSG00000260769,ENSG00000166152	ENSG00000259839,ENSG00000260769,ENSG00000166152	ENSG00000260614,ENSG00000259957,ENSG00000259839,ENSG00000260769
HACNS_181	NA	NA	NA	NA
HACNS_260	NA	NA	NA	NA
HACNS_653	NA	NA	NA	NA
HACNS_478	NA	NA	NA	NA
HARv2_203	NA	NA	NA	NA
humGainReg1207,HARv2_364	ENSG00000260084,ENSG00000168807,ENSG00000141076	ENSG00000260084	ENSG00000260084	ENSG00000260084
HACNS_714	ENSG00000201164,ENSG00000184939,ENSG00000103047	ENSG00000103044,ENSG00000168802,ENSG00000263203	ENSG00000184939,ENSG00000201164	ENSG00000103044,ENSG00000263203,ENSG00000168802
HARv2_93	ENSG00000225178	NA	ENSG00000225178	NA
humGainReg1226,HARv2_524	NA	NA	NA	NA
HACNS_563	NA	NA	NA	NA
HARv2_312	NA	NA	NA	NA
HACNS_900	NA	NA	NA	NA
HARv2_546	NA	NA	NA	NA
HACNS_471	ENSG00000273288,ENSG00000272636,ENSG00000273172,ENSG00000181031,ENSG00000241525,ENSG00000187624,ENSG00000183688,ENSG00000177370	ENSG00000273288,ENSG00000272636,ENSG00000273172,ENSG00000181031,ENSG00000241525,ENSG00000187624,ENSG00000183688,ENSG00000141252,ENSG00000263300	ENSG00000273288,ENSG00000272636,ENSG00000273172,ENSG00000181031,ENSG00000187624,ENSG00000241525,ENSG00000183688,ENSG00000177370	ENSG00000273288,ENSG00000272636,ENSG00000181031,ENSG00000187624,ENSG00000241525,ENSG00000183688,ENSG00000141252,ENSG00000263300
HACNS_429,HARv2_123	ENSG00000132383,ENSG00000070366,ENSG00000262810	ENSG00000205899,ENSG00000174231,ENSG00000108963,ENSG00000262664,ENSG00000262533,ENSG00000263050,ENSG00000267200,ENSG00000267195,ENSG00000177374,ENSG00000070366,ENSG00000262810	ENSG00000132383,ENSG00000070366,ENSG00000262810	ENSG00000205899,ENSG00000174231,ENSG00000108963,ENSG00000262664,ENSG00000262533,ENSG00000263050,ENSG00000267200,ENSG00000267195,ENSG00000177374,ENSG00000070366,ENSG00000262810
HACNS_344	NA	ENSG00000181291	NA	NA
HACNS_141	ENSG00000267315,ENSG00000172716	NA	ENSG00000267315,ENSG00000172716	NA
HACNS_530	ENSG00000005955,ENSG00000236002,ENSG00000129282	ENSG00000108272,ENSG00000129282,ENSG00000267067	ENSG00000236002,ENSG00000005955	ENSG00000108272,ENSG00000129282,ENSG00000267067
HACNS_807	NA	NA	NA	NA
HACNS_918	NA	ENSG00000168610,ENSG00000108784,ENSG00000108786,ENSG00000266929,ENSG00000108785	NA	ENSG00000168610,ENSG00000108784,ENSG00000108786,ENSG00000108785
HACNS_78	NA	ENSG00000141279	NA	ENSG00000141279
HACNS_834	NA	NA	NA	NA
HACNS_208	NA	NA	NA	NA
HARv2_168	ENSG00000272400	ENSG00000154240	ENSG00000272400	ENSG00000154240
HARv2_195	NA	NA	NA	NA
HACNS_149	NA	NA	NA	NA
HACNS_13	NA	NA	NA	NA
HACNS_654	ENSG00000196628	NA	NA	NA
HARv2_11	NA	NA	NA	NA
HACNS_811	ENSG00000226506	NA	ENSG00000226506	NA
HACNS_26	NA	NA	NA	NA
HARv2_334	NA	NA	NA	NA
HACNS_163	NA	ENSG00000138095,ENSG00000226972	NA	ENSG00000226972
HARv2_391	NA	NA	NA	NA
HACNS_855	NA	ENSG00000143995	NA	ENSG00000143995
HACNS_630,HARv2_49	NA	NA	NA	NA
HACNS_925	NA	NA	NA	NA
HARv2_303	NA	NA	NA	NA
HACNS_806	ENSG00000144218	ENSG00000241962,ENSG00000222274	NA	ENSG00000222274
HACNS_431	ENSG00000229209	NA	NA	NA
HACNS_359	ENSG00000232597,ENSG00000256637,ENSG00000228968,ENSG00000233639,ENSG00000198914,ENSG00000269707	ENSG00000232597,ENSG00000256637,ENSG00000230690,ENSG00000228528,ENSG00000233639,ENSG00000198914,ENSG00000269707,ENSG00000239587,ENSG00000229743	ENSG00000256637,ENSG00000232597,ENSG00000269707,ENSG00000233639,ENSG00000198914	ENSG00000256637,ENSG00000232597,ENSG00000230690,ENSG00000228528,ENSG00000269707,ENSG00000233639,ENSG00000198914,ENSG00000239587,ENSG00000229743
HACNS_4,HARv2_238	ENSG00000229774,ENSG00000074047	ENSG00000229774,ENSG00000074047	ENSG00000229774,ENSG00000074047	ENSG00000229774,ENSG00000074047
HACNS_401	NA	NA	NA	NA
HACNS_500	ENSG00000136560,ENSG00000235724,ENSG00000227403,ENSG00000144290,ENSG00000197635,ENSG00000078098,ENSG00000115267	ENSG00000136560,ENSG00000235724,ENSG00000227403,ENSG00000144290,ENSG00000197635,ENSG00000115267	ENSG00000136560,ENSG00000227403,ENSG00000235724,ENSG00000197635,ENSG00000078098	ENSG00000136560,ENSG00000227403,ENSG00000235724,ENSG00000115267
HACNS_454	ENSG00000115806,ENSG00000172878,ENSG00000091409,ENSG00000225205	ENSG00000115840	NA	ENSG00000115840
HARv2_148	NA	ENSG00000268821,ENSG00000077380,ENSG00000115840,ENSG00000091409,ENSG00000225205	NA	ENSG00000077380,ENSG00000268821
HARv2_412	NA	NA	NA	NA
HARv2_12	ENSG00000175879,ENSG00000237380,ENSG00000128652,ENSG00000251746,ENSG00000236501	ENSG00000175879,ENSG00000237380,ENSG00000128652,ENSG00000224577,ENSG00000236501,ENSG00000251746	ENSG00000175879,ENSG00000128652,ENSG00000237380,ENSG00000251746	ENSG00000175879,ENSG00000128652,ENSG00000251746
HACNS_760	NA	ENSG00000170035,ENSG00000236153	NA	ENSG00000170035,ENSG00000236153
HARv2_533	NA	NA	NA	NA
HACNS_686	NA	NA	NA	NA
HACNS_91,HARv2_115	ENSG00000223725	NA	NA	NA
HARv2_246	ENSG00000144583,ENSG00000138375	ENSG00000138375,ENSG00000235042,ENSG00000232485,ENSG00000241520	ENSG00000138375	ENSG00000138375,ENSG00000235042,ENSG00000241520
HACNS_826	ENSG00000231672	NA	NA	NA
HACNS_280	ENSG00000187736,ENSG00000213901,ENSG00000240317	ENSG00000187736,ENSG00000213901	ENSG00000240317,ENSG00000187736	ENSG00000187736
HACNS_118	ENSG00000227432,ENSG00000072195,ENSG00000144591,ENSG00000268603,ENSG00000123989,ENSG00000188760,ENSG00000072182,ENSG00000124006,ENSG00000268896,ENSG00000265252	ENSG00000072195,ENSG00000227432,ENSG00000144591,ENSG00000268603,ENSG00000072182,ENSG00000123989,ENSG00000188760,ENSG00000124006,ENSG00000268896,ENSG00000265252	ENSG00000072195,ENSG00000144591,ENSG00000268603,ENSG00000188760,ENSG00000123989,ENSG00000124006,ENSG00000268896,ENSG00000265252	ENSG00000072195,ENSG00000144591,ENSG00000268603,ENSG00000227432,ENSG00000072182,ENSG00000188760,ENSG00000123989,ENSG00000124006,ENSG00000268896,ENSG00000265252
HACNS_363	ENSG00000228226,ENSG00000153823	ENSG00000228226,ENSG00000153823	ENSG00000228226	ENSG00000228226
HARv2_409	NA	ENSG00000233611	NA	NA
HARv2_9	ENSG00000101266,ENSG00000271303,ENSG00000270299,ENSG00000215397	ENSG00000125841,ENSG00000225377,ENSG00000271303,ENSG00000270299,ENSG00000215397	ENSG00000101266,ENSG00000271303,ENSG00000270299,ENSG00000215397	ENSG00000125841,ENSG00000225377,ENSG00000271303,ENSG00000270299,ENSG00000215397
HARv2_153	NA	NA	NA	NA
HACNS_102,HARv2_42	ENSG00000226262,ENSG00000182621	ENSG00000125827,ENSG00000182621	ENSG00000226262	ENSG00000182621
HACNS_715	NA	NA	NA	NA
HACNS_808	NA	NA	NA	NA
HARv2_458	NA	NA	NA	NA
HACNS_508	NA	NA	NA	NA
HARv2_114	ENSG00000131044,ENSG00000088356,ENSG00000101331,ENSG00000226239,ENSG00000224452,ENSG00000101337	ENSG00000131044,ENSG00000088356,ENSG00000260903,ENSG00000252623,ENSG00000101331,ENSG00000226239,ENSG00000212571,ENSG00000101336,ENSG00000198547	ENSG00000088356,ENSG00000101331,ENSG00000226239,ENSG00000224452	ENSG00000088356,ENSG00000252623,ENSG00000101331,ENSG00000226239,ENSG00000101336,ENSG00000212571
HARv2_445	NA	NA	NA	NA
HACNS_17,HARv2_13	ENSG00000132792	NA	NA	NA
humGainReg1851,HARv2_225	NA	NA	NA	NA
HACNS_333	ENSG00000124116	NA	NA	NA
HACNS_695	NA	NA	NA	NA
HACNS_204	NA	ENSG00000233442	NA	NA
HARv2_98	NA	ENSG00000270139,ENSG00000215386,ENSG00000207638	NA	ENSG00000215386,ENSG00000270139,ENSG00000207638
HARv2_113	NA	NA	NA	NA
HACNS_930	NA	NA	NA	NA
HARv2_358	NA	NA	NA	NA
HACNS_496	NA	NA	NA	NA
HACNS_384	ENSG00000219438	ENSG00000238192,ENSG00000229275	NA	ENSG00000229275,ENSG00000238192
humGainReg1991,HACNS_652	NA	NA	NA	NA
HACNS_2	NA	NA	NA	NA
HACNS_877,HARv2_282	NA	NA	NA	NA
HARv2_373	NA	NA	NA	NA
HARv2_389	ENSG00000243149,ENSG00000264871,ENSG00000151276	ENSG00000243149,ENSG00000264871,ENSG00000270059,ENSG00000151276	ENSG00000243149,ENSG00000264871,ENSG00000151276	ENSG00000243149,ENSG00000264871,ENSG00000270059
HACNS_868,HARv2_327	NA	NA	NA	NA
HARv2_434	NA	NA	NA	NA
HARv2_465	NA	NA	NA	NA
HACNS_489	NA	NA	NA	NA
HACNS_323	NA	NA	NA	NA
HACNS_64	NA	NA	NA	NA
HACNS_168,HARv2_112	NA	ENSG00000177694,ENSG00000271842	NA	ENSG00000271842
HACNS_633	NA	NA	NA	NA
HACNS_707	ENSG00000145191	ENSG00000234371,ENSG00000263932,ENSG00000175193,ENSG00000145191,ENSG00000230215	NA	ENSG00000234371,ENSG00000175193,ENSG00000263932
HACNS_622	ENSG00000266670,ENSG00000171658,ENSG00000244405,ENSG00000058866	ENSG00000171658,ENSG00000266670,ENSG00000244405,ENSG00000058866	ENSG00000171658,ENSG00000266670,ENSG00000244405	ENSG00000171658,ENSG00000244405
HACNS_526	NA	NA	NA	NA
HACNS_411	NA	NA	NA	NA
HARv2_531	ENSG00000214145,ENSG00000178772,ENSG00000172061	ENSG00000230102,ENSG00000133657	ENSG00000178772	ENSG00000230102
HACNS_831	ENSG00000251152	ENSG00000249631,ENSG00000248300	ENSG00000251152	ENSG00000249631
HACNS_687	NA	ENSG00000250634,ENSG00000248360	NA	NA
HACNS_158	ENSG00000168214	ENSG00000091490	NA	NA
HARv2_50	NA	NA	NA	NA
HARv2_187	NA	NA	NA	NA
HACNS_665	NA	ENSG00000248144	NA	ENSG00000248144
HARv2_308	NA	NA	NA	NA
HARv2_108	NA	NA	NA	NA
HARv2_333	NA	NA	NA	NA
HARv2_167	NA	ENSG00000248869	NA	NA
HARv2_261	ENSG00000170088	NA	NA	NA
HACNS_712	NA	NA	NA	NA
HARv2_525	NA	ENSG00000174473	NA	NA
HACNS_176	ENSG00000234801,ENSG00000248174,ENSG00000164117	ENSG00000251213,ENSG00000248174	ENSG00000234801	NA
HACNS_45,HARv2_89	NA	NA	NA	NA
HACNS_474	NA	ENSG00000250590	NA	NA
HARv2_453	NA	NA	NA	NA
HARv2_22	NA	ENSG00000215158,ENSG00000152611	NA	NA
HACNS_124	NA	NA	NA	NA
HACNS_511	NA	ENSG00000244968,ENSG00000113594,ENSG00000249911	NA	ENSG00000113594,ENSG00000249911
HACNS_365	NA	NA	NA	NA
HACNS_179	NA	NA	NA	NA
HACNS_970	NA	NA	NA	NA
HACNS_108	NA	NA	NA	NA
HACNS_897	NA	NA	NA	NA
HACNS_151	NA	NA	NA	NA
HACNS_725	NA	NA	NA	NA
HACNS_704	NA	NA	NA	NA
HACNS_327	NA	NA	NA	NA
HACNS_741	NA	NA	NA	NA
HACNS_341	NA	NA	NA	NA
HACNS_18	ENSG00000044115,ENSG00000265361,ENSG00000146006,ENSG00000120725,ENSG00000201532,ENSG00000249593	ENSG00000044115,ENSG00000120725,ENSG00000249593,ENSG00000252533,ENSG00000252213,ENSG00000015479,ENSG00000200959,ENSG00000171604,ENSG00000158458	ENSG00000044115,ENSG00000201532,ENSG00000249593	ENSG00000044115,ENSG00000120725,ENSG00000252533,ENSG00000015479,ENSG00000252213,ENSG00000200959
HACNS_981	NA	ENSG00000044115,ENSG00000146006,ENSG00000120725	NA	ENSG00000044115,ENSG00000146006
HACNS_332	ENSG00000156453,ENSG00000226040,ENSG00000081791,ENSG00000271871,ENSG00000113555,ENSG00000013561	ENSG00000156453,ENSG00000081791,ENSG00000271871,ENSG00000113555,ENSG00000013561	ENSG00000156453,ENSG00000226040,ENSG00000081791,ENSG00000271871,ENSG00000013561,ENSG00000113555	ENSG00000156453,ENSG00000081791,ENSG00000271871,ENSG00000013561,ENSG00000113555
HARv2_170	NA	NA	NA	NA
HARv2_377	NA	NA	NA	NA
HARv2_14	ENSG00000184347,ENSG00000248965	NA	ENSG00000248965	NA
HARv2_387	ENSG00000250420,ENSG00000198939,ENSG00000178187,ENSG00000087116,ENSG00000264205,ENSG00000253652,ENSG00000251545,ENSG00000204661,ENSG00000228259	ENSG00000197451,ENSG00000175309,ENSG00000050767,ENSG00000113240,ENSG00000250420,ENSG00000213328,ENSG00000198939,ENSG00000087116,ENSG00000176783,ENSG00000204661,ENSG00000228259	ENSG00000264205,ENSG00000253652,ENSG00000251545,ENSG00000204661,ENSG00000228259	ENSG00000197451,ENSG00000113240,ENSG00000250420,ENSG00000213328,ENSG00000198939,ENSG00000176783,ENSG00000204661,ENSG00000228259
HARv2_484	ENSG00000112699,ENSG00000236086,ENSG00000250903	ENSG00000112699	ENSG00000236086	NA
HACNS_159,HARv2_130	ENSG00000054598,ENSG00000112699	ENSG00000054598,ENSG00000112699	ENSG00000054598	ENSG00000054598,ENSG00000112699
HACNS_662	NA	ENSG00000112699,ENSG00000250903	NA	NA
HACNS_736	NA	NA	NA	NA
HACNS_587	NA	NA	NA	NA
HACNS_659	NA	NA	NA	NA
HACNS_268	ENSG00000124493	ENSG00000124493	ENSG00000124493	ENSG00000124493
HACNS_708	ENSG00000265527,ENSG00000096060,ENSG00000223063,ENSG00000232909,ENSG00000157343	ENSG00000096060,ENSG00000223063,ENSG00000232909,ENSG00000157343,ENSG00000220734,ENSG00000196748,ENSG00000204140	ENSG00000265527,ENSG00000223063,ENSG00000096060,ENSG00000157343,ENSG00000232909	ENSG00000096060,ENSG00000223063,ENSG00000157343,ENSG00000232909,ENSG00000220734,ENSG00000196748,ENSG00000204140
HACNS_638	ENSG00000172426,ENSG00000218107,ENSG00000236961,ENSG00000237686,ENSG00000231881,ENSG00000183239	ENSG00000218107,ENSG00000236961,ENSG00000237686,ENSG00000231881,ENSG00000183239,ENSG00000180992	ENSG00000172426,ENSG00000218107,ENSG00000236961,ENSG00000231881,ENSG00000237686,ENSG00000183239	ENSG00000218107,ENSG00000231881,ENSG00000237686,ENSG00000183239
HACNS_716	NA	NA	NA	NA
HARv2_264	NA	NA	NA	NA
HACNS_120	NA	NA	NA	NA
HACNS_22	NA	NA	NA	NA
HACNS_198	ENSG00000130347,ENSG00000178409	ENSG00000178409,ENSG00000252125,ENSG00000164494	ENSG00000178409	ENSG00000178409,ENSG00000252125
HACNS_175	NA	NA	NA	NA
HACNS_428	NA	NA	NA	NA
HACNS_182	NA	NA	NA	NA
HACNS_895	NA	NA	NA	NA
HARv2_294	NA	NA	NA	NA
HARv2_379	NA	NA	NA	NA
HACNS_934	NA	NA	NA	NA
HARv2_149	NA	NA	NA	NA
HARv2_26	ENSG00000164880,ENSG00000198517,ENSG00000256005,ENSG00000225968,ENSG00000002822,ENSG00000106266,ENSG00000271098	ENSG00000230487,ENSG00000231476,ENSG00000225968,ENSG00000234977,ENSG00000205971,ENSG00000266391,ENSG00000002822	ENSG00000164880,ENSG00000198517,ENSG00000256005,ENSG00000225968,ENSG00000002822,ENSG00000106266,ENSG00000271098	ENSG00000231476,ENSG00000225968,ENSG00000234977,ENSG00000205971,ENSG00000266391,ENSG00000002822
humGainReg2735,HACNS_50	ENSG00000005020	ENSG00000005020	ENSG00000005020	ENSG00000005020
HARv2_181	ENSG00000005020	ENSG00000005020	ENSG00000005020	ENSG00000005020
HARv2_422	NA	NA	NA	NA
humGainReg2736	ENSG00000224322	ENSG00000005073,ENSG00000240990,ENSG00000257184,ENSG00000253293,ENSG00000253508	NA	ENSG00000257184,ENSG00000253293,ENSG00000240990,ENSG00000005073
HARv2_507	ENSG00000146592	ENSG00000146592	NA	NA
HARv2_406	NA	NA	NA	NA
HACNS_311	NA	NA	NA	NA
humGainReg2795,HACNS_426	ENSG00000257923,ENSG00000264642,ENSG00000160999,ENSG00000166667,ENSG00000128563,ENSG00000239969,ENSG00000239480	ENSG00000257923,ENSG00000256295,ENSG00000258093,ENSG00000252824,ENSG00000264642,ENSG00000160999,ENSG00000264675,ENSG00000128563,ENSG00000239969	ENSG00000257923,ENSG00000264642,ENSG00000160999,ENSG00000128563	ENSG00000256295,ENSG00000258093,ENSG00000252824,ENSG00000264642,ENSG00000160999,ENSG00000264675,ENSG00000128563
HACNS_647	NA	NA	NA	NA
HACNS_14	NA	NA	NA	NA
HACNS_35,HARv2_57	NA	NA	NA	NA
HARv2_444	NA	NA	NA	NA
HARv2_24	NA	NA	NA	NA
HACNS_248,HARv2_449	NA	NA	NA	NA
HARv2_331	NA	NA	NA	NA
HARv2_15	ENSG00000253739,ENSG00000175324,ENSG00000253356,ENSG00000156735,ENSG00000147535,ENSG00000085788,ENSG00000147548,ENSG00000255487	ENSG00000129691,ENSG00000240015,ENSG00000253437,ENSG00000175324,ENSG00000156735,ENSG00000085788,ENSG00000147535,ENSG00000147548,ENSG00000255487,ENSG00000147526,ENSG00000207258	ENSG00000253739,ENSG00000156735,ENSG00000175324,ENSG00000147535,ENSG00000255487,ENSG00000147548	ENSG00000129691,ENSG00000240015,ENSG00000253437,ENSG00000156735,ENSG00000175324,ENSG00000085788,ENSG00000147535,ENSG00000255487,ENSG00000147548,ENSG00000207258
HACNS_100	ENSG00000253661	NA	NA	NA
HARv2_353	NA	ENSG00000254689	NA	NA
HACNS_681	NA	NA	NA	NA
HARv2_448	NA	NA	NA	NA
HACNS_103	NA	NA	NA	NA
HACNS_427,HARv2_398	NA	NA	NA	NA
HARv2_263	NA	NA	NA	NA
HARv2_29	NA	NA	NA	NA
HACNS_53	NA	NA	NA	NA
HACNS_71	ENSG00000254389,ENSG00000184428,ENSG00000158106,ENSG00000182759,ENSG00000014164	ENSG00000182759,ENSG00000014164,ENSG00000254859,ENSG00000104518	ENSG00000184428,ENSG00000158106,ENSG00000254389,ENSG00000182759,ENSG00000014164	ENSG00000182759,ENSG00000014164,ENSG00000254859,ENSG00000104518
HARv2_28	ENSG00000144140,ENSG00000227917,ENSG00000172785	ENSG00000144140,ENSG00000227917,ENSG00000170122,ENSG00000231808,ENSG00000172785	ENSG00000227917,ENSG00000172785	ENSG00000227917,ENSG00000170122,ENSG00000231808,ENSG00000172785
HACNS_377	NA	NA	NA	NA
HACNS_532	NA	NA	NA	NA
HACNS_150	NA	NA	NA	NA
HACNS_349	ENSG00000270547,ENSG00000226197	ENSG00000270547,ENSG00000226197	ENSG00000270547,ENSG00000226197	ENSG00000270547,ENSG00000226197
HACNS_109	NA	ENSG00000044459	NA	ENSG00000044459
HARv2_145	ENSG00000171843,ENSG00000188352	ENSG00000171843	ENSG00000171843	ENSG00000171843
HACNS_409	NA	NA	NA	NA
HARv2_196	NA	ENSG00000255872	NA	NA
HACNS_232	NA	NA	NA	NA
HACNS_413	ENSG00000204291	NA	ENSG00000204291	NA
HACNS_802	NA	NA	NA	NA
HACNS_857	NA	NA	NA	NA
HACNS_229	NA	ENSG00000167081	NA	NA
humGainReg3112	NA	ENSG00000167081	NA	NA
HARv2_297	ENSG00000119487	ENSG00000227845,ENSG00000119487,ENSG00000228392	NA	ENSG00000227845,ENSG00000119487,ENSG00000228392
humGainReg3143	ENSG00000188523,ENSG00000251723,ENSG00000165695	ENSG00000125482,ENSG00000188523,ENSG00000251723,ENSG00000165695	ENSG00000251723	ENSG00000251723
HACNS_291,HARv2_268	ENSG00000089682	NA	ENSG00000089682	NA
HACNS_70,HARv2_347	NA	NA	NA	NA
HARv2_521	ENSG00000142611,ENSG00000226286	ENSG00000142611	ENSG00000226286,ENSG00000142611	NA
HARv2_305	ENSG00000177133,ENSG00000256761,ENSG00000142611,ENSG00000226286	ENSG00000177133,ENSG00000256761,ENSG00000142611,ENSG00000226286,ENSG00000272235	ENSG00000177133,ENSG00000256761,ENSG00000142611	ENSG00000177133,ENSG00000256761,ENSG00000142611,ENSG00000226286,ENSG00000272235
HACNS_512	ENSG00000237728,ENSG00000171735	NA	ENSG00000237728	NA
HACNS_978	NA	ENSG00000130940	NA	ENSG00000130940
HACNS_735	NA	NA	NA	NA
HARv2_423	NA	NA	NA	NA
HARv2_177	NA	ENSG00000215895	NA	ENSG00000215895
HARv2_316	ENSG00000224863,ENSG00000232022,ENSG00000225667	ENSG00000225667	ENSG00000224863,ENSG00000225667	NA
HACNS_236	ENSG00000242267,ENSG00000225623,ENSG00000186094	ENSG00000186094,ENSG00000230114	NA	ENSG00000230114
HACNS_520	NA	ENSG00000271782,ENSG00000185104	NA	ENSG00000271782
HARv2_236	ENSG00000174332	NA	NA	NA
HARv2_289	NA	NA	NA	NA
HARv2_251	NA	NA	NA	NA
HACNS_748	NA	NA	NA	NA
HACNS_635	NA	NA	NA	NA
HACNS_354	NA	ENSG00000079739	NA	NA
HACNS_737	NA	NA	NA	NA
HACNS_143	NA	NA	NA	NA
HARv2_160	NA	NA	NA	NA
HACNS_932	ENSG00000266832,ENSG00000057468	ENSG00000057468	ENSG00000266832	NA
HARv2_495	ENSG00000226415,ENSG00000142892,ENSG00000226084	ENSG00000142892,ENSG00000226084	ENSG00000226415,ENSG00000226084	ENSG00000226084
HARv2_110	NA	NA	NA	NA
HACNS_483	NA	NA	NA	NA
HACNS_543	NA	NA	NA	NA
HACNS_703	NA	NA	NA	NA
HARv2_212	NA	NA	NA	NA
HACNS_571	NA	NA	NA	NA
HARv2_25	NA	NA	NA	NA
HARv2_59	NA	NA	NA	NA
HARv2_558	NA	NA	NA	NA
HACNS_51	NA	NA	NA	NA
HACNS_572	NA	NA	NA	NA
HARv2_97	NA	NA	NA	NA
HACNS_41,HARv2_457	NA	NA	NA	NA
HACNS_297	NA	NA	NA	NA
HACNS_624	NA	NA	NA	NA
HACNS_537	NA	NA	NA	NA
HACNS_107	ENSG00000233184	ENSG00000238296	ENSG00000233184	ENSG00000238296
HACNS_663	NA	NA	NA	NA
HACNS_824	ENSG00000162631	NA	NA	NA
HACNS_10	NA	NA	NA	NA
HARv2_151	ENSG00000230921,ENSG00000116882	NA	ENSG00000116882,ENSG00000230921	NA
HACNS_29	NA	ENSG00000132196	NA	ENSG00000132196
HACNS_162	NA	NA	NA	NA
HACNS_296	NA	NA	NA	NA
HACNS_702	NA	ENSG00000152092	NA	NA
HACNS_608	NA	NA	NA	NA
HACNS_380	NA	NA	NA	NA
HARv2_285	NA	ENSG00000143850,ENSG00000219133	NA	ENSG00000219133
HACNS_49	NA	NA	NA	NA
HARv2_408,HACNS_887	ENSG00000231648	ENSG00000228081	NA	ENSG00000228081
HACNS_878	NA	NA	NA	NA
HACNS_425	NA	NA	NA	NA
HACNS_798	NA	NA	NA	NA
HACNS_194	NA	NA	NA	NA
HARv2_7	ENSG00000243000,ENSG00000185495,ENSG00000143756	NA	ENSG00000243000,ENSG00000185495,ENSG00000143756	NA
HACNS_383	ENSG00000252290,ENSG00000198626	ENSG00000252290,ENSG00000198626	ENSG00000252290	ENSG00000252290
HARv2_43	ENSG00000234116,ENSG00000232184,ENSG00000117020,ENSG00000226828,ENSG00000179456,ENSG00000268146	ENSG00000117020,ENSG00000226828,ENSG00000179456,ENSG00000268146,ENSG00000229960	ENSG00000117020,ENSG00000179456,ENSG00000268146	ENSG00000179456,ENSG00000268146
HARv2_274	ENSG00000054282,ENSG00000117020,ENSG00000232184,ENSG00000226828,ENSG00000179456,ENSG00000268146,ENSG00000229960	ENSG00000054282,ENSG00000232184,ENSG00000117020,ENSG00000226828,ENSG00000179456,ENSG00000268146,ENSG00000229960	ENSG00000117020,ENSG00000179456,ENSG00000268146	ENSG00000054282,ENSG00000232184,ENSG00000179456,ENSG00000268146
HACNS_443	ENSG00000162849,ENSG00000238224,ENSG00000185420	ENSG00000162849,ENSG00000185420	ENSG00000238224,ENSG00000185420	NA
HACNS_287	NA	NA	NA	NA
HARv2_215	NA	NA	NA	NA
HARv2_388	NA	NA	NA	NA
HACNS_889	NA	NA	NA	NA
HARv2_132	NA	NA	NA	NA
HARv2_79	NA	NA	NA	NA
HACNS_199,HARv2_27	NA	NA	NA	NA
HACNS_306	NA	NA	NA	NA
HACNS_987,HARv2_329	ENSG00000201260	NA	ENSG00000201260	NA
HACNS_261	ENSG00000148484	NA	NA	NA
HARv2_175	NA	NA	NA	NA
HACNS_637	NA	NA	NA	NA
HACNS_583	NA	NA	NA	NA
HACNS_942	NA	NA	NA	NA
HACNS_804	NA	NA	NA	NA
HACNS_670	ENSG00000165655,ENSG00000237149,ENSG00000270087	NA	ENSG00000237149	NA
HACNS_463	NA	NA	NA	NA
HACNS_843	NA	NA	NA	NA
HARv2_360	NA	NA	NA	NA
HACNS_781	ENSG00000172987	NA	NA	NA
HACNS_309	NA	NA	NA	NA
HACNS_203	NA	NA	NA	NA
HARv2_323	NA	NA	NA	NA
HACNS_59,HARv2_530	NA	NA	NA	NA
HACNS_849	NA	NA	NA	NA
HACNS_5,HARv2_55	NA	NA	NA	NA
HARv2_134	NA	NA	NA	NA
HACNS_31	NA	NA	NA	NA
HARv2_206	NA	ENSG00000099204	NA	ENSG00000099204
HACNS_558	NA	NA	NA	NA
HACNS_278	NA	ENSG00000177640,ENSG00000107560,ENSG00000231104	NA	ENSG00000107560,ENSG00000177640
HACNS_337	NA	ENSG00000229847,ENSG00000258114	NA	ENSG00000229847
HACNS_289	NA	NA	NA	NA
HARv2_228	NA	NA	NA	NA
HACNS_212	NA	NA	NA	NA
HARv2_419	NA	NA	NA	NA
HARv2_332	NA	ENSG00000175029	NA	ENSG00000175029
HACNS_850	NA	NA	NA	NA
HACNS_8	ENSG00000108001	NA	ENSG00000108001	NA
HARv2_400	NA	NA	NA	NA
HACNS_271	NA	NA	NA	NA
HARv2_340	NA	NA	NA	NA
HACNS_475	ENSG00000165752,ENSG00000171811,ENSG00000270235,ENSG00000130643,ENSG00000198546	ENSG00000234531,ENSG00000148826,ENSG00000230468,ENSG00000221108,ENSG00000237635,ENSG00000258911	ENSG00000270235,ENSG00000130643	ENSG00000234531,ENSG00000148826,ENSG00000221108,ENSG00000230468,ENSG00000237635,ENSG00000258911
HACNS_540	NA	ENSG00000271758,ENSG00000254951	NA	NA
HARv2_286,HACNS_364	NA	NA	NA	NA
